trace_id,run_id,session_date,source_line,official_flag,source_artifact,source_row_key,event_class,event_phase,status,signal_or_event_id,event_time_ny,level,direction,risk_pips,pnl_r,news_affected,block_reason,guard_reason,fill_type,spread_proxy_pips,slippage_proxy_pips,cost_proxy_pips,cost_proxy_r,blocking_event_name,blocking_event_time_ny,blocking_rule_used,incident_code,ledger_ref,daily_status_ref,scoreboard_ref,tribunal_ref,notes
9e82990df5c6d76ddf4d,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_0900:DAILY_LIMIT,BLOCK_EVENT,BLOCKED,BLOCKED,SCBI_2026-04-21_0900,2026-04-21 09:00:00-04:00,london_l,long,,,FALSE,1 trade per day limit,,NO_FILL,0.3,,0.3,,,,1 trade per day limit,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_0900|event_type=DAILY_LIMIT,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_0900|event_type=DAILY_LIMIT
71ade86c0092ebb23095,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1200:SWEEP_DETECTED,SIGNAL_EVENT,DETECTED,DETECTED,SCBI_2026-04-21_1200,2026-04-21 12:00:00-04:00,pdl,long,,,FALSE,,,,0.3,,0.3,,,,,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1200|event_type=SWEEP_DETECTED,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1200|event_type=SWEEP_DETECTED
e8c83d8dc0ab50e8e928,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1200:DAILY_LIMIT,BLOCK_EVENT,BLOCKED,BLOCKED,SCBI_2026-04-21_1200,2026-04-21 12:00:00-04:00,pdl,long,,,FALSE,1 trade per day limit,,NO_FILL,0.3,,0.3,,,,1 trade per day limit,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1200|event_type=DAILY_LIMIT,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1200|event_type=DAILY_LIMIT
86d4f9ca8c59d0863d50,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1400:SWEEP_DETECTED,SIGNAL_EVENT,DETECTED,DETECTED,SCBI_2026-04-21_1400,2026-04-21 14:00:00-04:00,asia_l,long,,,FALSE,,,,0.3,,0.3,,,,,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1400|event_type=SWEEP_DETECTED,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1400|event_type=SWEEP_DETECTED
61b898590bc242d48fe7,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1400:DAILY_LIMIT,BLOCK_EVENT,BLOCKED,BLOCKED,SCBI_2026-04-21_1400,2026-04-21 14:00:00-04:00,asia_l,long,,,FALSE,1 trade per day limit,,NO_FILL,0.3,,0.3,,,,1 trade per day limit,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1400|event_type=DAILY_LIMIT,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1400|event_type=DAILY_LIMIT
eca9304e168a0b48bef7,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1500:SWEEP_DETECTED,SIGNAL_EVENT,DETECTED,DETECTED,SCBI_2026-04-21_1500,2026-04-21 15:00:00-04:00,asia_l,long,,,FALSE,,,,0.3,,0.3,,,,,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1500|event_type=SWEEP_DETECTED,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1500|event_type=SWEEP_DETECTED
6744409053ec7b2d9c31,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1500:DAILY_LIMIT,BLOCK_EVENT,BLOCKED,BLOCKED,SCBI_2026-04-21_1500,2026-04-21 15:00:00-04:00,asia_l,long,,,FALSE,1 trade per day limit,,NO_FILL,0.3,,0.3,,,,1 trade per day limit,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1500|event_type=DAILY_LIMIT,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1500|event_type=DAILY_LIMIT
49daf7e5e2c4cb377eb2,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1700:SWEEP_DETECTED,SIGNAL_EVENT,DETECTED,DETECTED,SCBI_2026-04-21_1700,2026-04-21 17:00:00-04:00,asia_l,long,,,FALSE,,,,0.3,,0.3,,,,,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1700|event_type=SWEEP_DETECTED,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1700|event_type=SWEEP_DETECTED
046c9c8d465bdf59fea7,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_LEDGER.csv,SCBI_2026-04-21_1700:DAILY_LIMIT,BLOCK_EVENT,BLOCKED,BLOCKED,SCBI_2026-04-21_1700,2026-04-21 17:00:00-04:00,asia_l,long,,,FALSE,1 trade per day limit,,NO_FILL,0.3,,0.3,,,,1 trade per day limit,,results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1700|event_type=DAILY_LIMIT,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,ledger:results/SCBI_FORWARD_LEDGER.csv#signal_id=SCBI_2026-04-21_1700|event_type=DAILY_LIMIT
21452245fa020debd89c,dual_chain_2026-04-21,2026-04-21,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_DAILY_STATUS.csv,2026-04-21,DAILY_STATUS,SESSION_CLOSE,RECORDED,GLOBAL_DAILY_2026-04-21,2026-04-21,,,,,FALSE,,,,,,,,,,,,,results/SCBI_FORWARD_DAILY_STATUS.csv#session_date=2026-04-21,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,"{""sweeps_detected"":6.0,""sweeps_blocked_news"":0.0,""sweeps_blocked_daily_limit"":5.0,""sweeps_no_scbi"":0.0,""trades_paper"":1.0,""result"":""TRADE""}"
72c252691f5243c0a620,scoreboard_snapshot,,SCBI_M5_GLOBAL,TRUE,results/SCBI_DUAL_LINE_SCOREBOARD.csv,SCBI_M5_GLOBAL|1|999.0|1.5|0.0|NO_DRIFT|FULL|FULL|PASS||0.9412,SCOREBOARD_SNAPSHOT,SNAPSHOT,BUILT,SCBI_M5_GLOBAL,,,,,1.5,,,,,,,,,,,,,,,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,scoreboard_snapshot
b4564325516a580e2222,scoreboard_snapshot,,SCBI_CORE,TRUE,results/SCBI_DUAL_LINE_SCOREBOARD.csv,SCBI_CORE|1|999.0|1.5|0.0|NO_DRIFT|UNAVAILABLE|UNAVAILABLE|WARNING|CONCENTRATION|1.0,SCOREBOARD_SNAPSHOT,SNAPSHOT,BUILT,SCBI_CORE,,,,,1.5,,,,,,,,,,,,CONCENTRATION,,,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_CORE,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_CORE,scoreboard_snapshot
8229a564c58dbc3f6fb4,tribunal_snapshot,,SCBI_M5_GLOBAL,TRUE,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json,SCBI_M5_GLOBAL|PAPER_ONLY (Gathering Sample)|1|999.0|0.0|NO_DRIFT|0.0|FULL|FULL|PASS|nan|0.9412,TRIBUNAL_SNAPSHOT,SNAPSHOT,ADJUDICATED,SCBI_M5_GLOBAL,,,,,0,,,,,,,,,,,,nan,,,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_M5_GLOBAL,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_M5_GLOBAL,tribunal_snapshot
690ff0d5d5f71ffbb37a,tribunal_snapshot,,SCBI_CORE,TRUE,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json,SCBI_CORE|PAPER_ONLY (Gathering Sample)|1|999.0|0.0|NO_DRIFT|0.0|UNAVAILABLE|UNAVAILABLE|WARNING|CONCENTRATION|1.0,TRIBUNAL_SNAPSHOT,SNAPSHOT,ADJUDICATED,SCBI_CORE,,,,,0,,,,,,,,,,,,CONCENTRATION,,,results/SCBI_DUAL_LINE_SCOREBOARD.csv#SCBI_CORE,results/SCBI_FORWARD_TRIBUNAL_SUMMARY.json#SCBI_CORE,tribunal_snapshot
