trade_id,month,date,direction,entry_time_ny,exit_time_ny,entry_price_bar,entry_price_tick_side,sl,tp,be_trigger,bar_outcome,tick_outcome,bar_R,tick_R,first_touch,first_touch_time,auditable_yes_no,match_status,non_auditable_reason
2169,2024-05,2024-05-27,LONG,2024-05-27T14:54:00+00:00,2024-05-28T00:00:00+00:00,1.08596,1.08586,1.08478,1.0876120000000002,1.0870864000000002,FORCED_CLOSE,FORCED_CLOSE,0.237288,0.2685185185184348,NONE,,YES,MATCH,
2170,2024-05,2024-05-28,LONG,2024-05-28T11:03:00+00:00,2024-05-28T11:27:00+00:00,1.08839,1.08794,1.08839,1.0893280000000003,1.0889116,BE,SL,0.0,-1.0,STOP,2024-05-28T11:03:03.753000+00:00,YES,MISMATCH,
2171,2024-05,2024-05-29,SHORT,2024-05-29T14:21:00+00:00,2024-05-30T00:00:00+00:00,1.08231,1.08326,1.08231,1.0795659999999998,1.0806741999999998,FORCED_CLOSE,SL,1.188776,-1.0,STOP,2024-05-29T14:21:03.130000+00:00,YES,MISMATCH,
2172,2024-05,2024-05-30,LONG,2024-05-30T12:30:00+00:00,2024-05-30T14:06:00+00:00,1.08227,1.08166,1.08227,1.0837820000000002,1.0831454000000003,TP,SL,1.4,-1.0,STOP,2024-05-30T12:30:00.299000+00:00,YES,MISMATCH,
2173,2024-05,2024-05-31,LONG,2024-05-31T11:03:00+00:00,2024-05-31T11:24:00+00:00,1.08523,1.08502,1.08523,1.085958,1.0856766,BE,SL,0.0,-1.0,STOP,2024-05-31T11:03:04.216000+00:00,YES,MISMATCH,
2174,2024-06,2024-06-03,LONG,2024-06-03T11:00:00+00:00,2024-06-03T11:15:00+00:00,1.08388,1.08371,1.08388,1.084272,1.0841033999999998,TP,SL,1.4,-1.0,STOP,2024-06-03T11:00:02.056000+00:00,YES,MISMATCH,
2175,2024-06,2024-06-06,SHORT,2024-06-06T11:03:00+00:00,2024-06-06T11:21:00+00:00,1.08743,1.08751,1.08743,1.0869399999999996,1.0871109999999997,TP,SL,1.4,-1.0,STOP,2024-06-06T11:03:07.175000+00:00,YES,MISMATCH,
2176,2024-06,2024-06-07,SHORT,2024-06-07T12:30:00+00:00,2024-06-10T00:00:00+00:00,1.08393,1.08966,1.08393,1.075124,1.0794848,FORCED_CLOSE,SL,0.950715,-1.0,STOP,2024-06-07T12:30:00.249000+00:00,YES,MISMATCH,
2177,2024-06,2024-06-10,LONG,2024-06-10T11:06:00+00:00,2024-06-10T11:18:00+00:00,1.07396,1.07382,1.07396,1.0744920000000004,1.0742904000000002,TP,SL,1.4,-1.0,STOP,2024-06-10T11:06:01.156000+00:00,YES,MISMATCH,
2178,2024-06,2024-06-11,SHORT,2024-06-11T11:09:00+00:00,2024-06-11T11:18:00+00:00,1.07357,1.07393,1.07357,1.0726179999999996,1.0730115999999998,TP,SL,1.4,-1.0,STOP,2024-06-11T11:09:00.137000+00:00,YES,MISMATCH,
2179,2024-06,2024-06-12,LONG,2024-06-12T13:24:00+00:00,2024-06-12T13:36:00+00:00,1.08308,1.08274,1.08308,1.0848860000000005,1.0842422000000003,BE,SL,0.0,-1.0,STOP,2024-06-12T13:24:00.760000+00:00,YES,MISMATCH,
2180,2024-06,2024-06-13,LONG,2024-06-13T12:18:00+00:00,2024-06-13T12:30:00+00:00,1.07896,1.07864,1.07896,1.08036,1.079844,BE,SL,0.0,-1.0,STOP,2024-06-13T12:18:01.200000+00:00,YES,MISMATCH,
2181,2024-06,2024-06-14,SHORT,2024-06-14T13:09:00+00:00,2024-06-14T13:27:00+00:00,1.06857,1.06898,1.06857,1.0675059999999998,1.0679482,TP,SL,1.4,-1.0,STOP,2024-06-14T13:09:00.171000+00:00,YES,MISMATCH,
2182,2024-06,2024-06-17,LONG,2024-06-17T15:06:00+00:00,2024-06-17T15:39:00+00:00,1.07192,1.07167,1.07192,1.07262,1.0723349999999998,BE,SL,0.0,-1.0,STOP,2024-06-17T15:06:00.269000+00:00,YES,MISMATCH,
2183,2024-06,2024-06-18,LONG,2024-06-18T12:30:00+00:00,2024-06-18T14:27:00+00:00,1.07308,1.07147,1.07308,1.0760480000000006,1.0746746000000003,TP,SL,1.4,-1.0,STOP,2024-06-18T12:30:00.160000+00:00,YES,MISMATCH,
2184,2024-06,2024-06-20,SHORT,2024-06-20T11:24:00+00:00,2024-06-20T11:42:00+00:00,1.0727,1.07287,1.0727,1.0718459999999996,1.0721531999999998,BE,SL,0.0,-1.0,STOP,2024-06-20T11:24:03.532000+00:00,YES,MISMATCH,
2185,2024-06,2024-06-25,SHORT,2024-06-25T11:03:00+00:00,2024-06-25T11:33:00+00:00,1.07203,1.0722,1.07203,1.071344,1.0716008000000001,TP,SL,1.4,-1.0,STOP,2024-06-25T11:03:00.354000+00:00,YES,MISMATCH,
2186,2024-06,2024-06-26,LONG,2024-06-26T11:42:00+00:00,2024-06-26T11:57:00+00:00,1.06851,1.0683,1.06851,1.0694340000000004,1.0690938000000003,TP,SL,1.4,-1.0,STOP,2024-06-26T11:42:06.227000+00:00,YES,MISMATCH,
2187,2024-06,2024-06-27,LONG,2024-06-27T12:18:00+00:00,2024-06-27T12:36:00+00:00,1.07014,1.06971,1.07014,1.0714980000000005,1.0709616000000004,TP,SL,1.4,-1.0,STOP,2024-06-27T12:18:14.255000+00:00,YES,MISMATCH,
2188,2024-06,2024-06-28,SHORT,2024-06-28T11:24:00+00:00,2024-06-28T11:54:00+00:00,1.07042,1.07065,1.07042,1.0692439999999996,1.0696657999999997,TP,SL,1.4,-1.0,STOP,2024-06-28T11:24:00.402000+00:00,YES,MISMATCH,
2189,2024-07,2024-07-01,SHORT,2024-07-01T14:09:00+00:00,2024-07-01T15:09:00+00:00,1.07497,1.07565,1.07497,1.0720299999999996,1.0731159999999997,TP,SL,1.4,-1.0,STOP,2024-07-01T14:09:00.680000+00:00,YES,MISMATCH,
2190,2024-07,2024-07-02,LONG,2024-07-02T13:00:00+00:00,2024-07-02T13:39:00+00:00,1.07347,1.07318,1.07347,1.0742680000000002,1.0739416000000002,TP,SL,1.4,-1.0,STOP,2024-07-02T13:00:00.237000+00:00,YES,MISMATCH,
2191,2024-07,2024-07-03,LONG,2024-07-03T12:15:00+00:00,2024-07-03T12:42:00+00:00,1.0763,1.07563,1.0763,1.0775740000000005,1.0769908000000004,TP,SL,1.4,-1.0,STOP,2024-07-03T12:15:00.081000+00:00,YES,MISMATCH,
2192,2024-07,2024-07-04,LONG,2024-07-04T14:00:00+00:00,2024-07-04T14:48:00+00:00,1.08024,1.08011,1.08024,1.0808140000000004,1.0806028000000003,TP,SL,1.4,-1.0,STOP,2024-07-04T14:00:06.162000+00:00,YES,MISMATCH,
2193,2024-07,2024-07-05,SHORT,2024-07-05T11:03:00+00:00,2024-07-05T12:03:00+00:00,1.08216,1.08233,1.08216,1.081516,1.0817602,BE,SL,0.0,-1.0,STOP,2024-07-05T11:03:00.725000+00:00,YES,MISMATCH,
2194,2024-07,2024-07-08,SHORT,2024-07-08T13:06:00+00:00,2024-07-08T14:39:00+00:00,1.08389,1.0843,1.08389,1.0828959999999996,1.0833171999999998,BE,SL,0.0,-1.0,STOP,2024-07-08T13:06:00.771000+00:00,YES,MISMATCH,
2195,2024-07,2024-07-09,SHORT,2024-07-09T11:09:00+00:00,2024-07-09T13:06:00+00:00,1.08196,1.0821,1.08196,1.0812179999999998,1.0814826,BE,SL,0.0,-1.0,STOP,2024-07-09T11:09:00.241000+00:00,YES,MISMATCH,
2196,2024-07,2024-07-10,LONG,2024-07-10T11:30:00+00:00,2024-07-10T11:51:00+00:00,1.08243,1.08228,1.08243,1.0832000000000004,1.0829240000000002,BE,SL,0.0,-1.0,STOP,2024-07-10T11:30:03.307000+00:00,YES,MISMATCH,
2197,2024-07,2024-07-12,SHORT,2024-07-12T11:54:00+00:00,2024-07-12T12:30:00+00:00,1.08869,1.08901,1.0893200000000005,1.0878079999999994,1.0881685999999997,TP,FORCED_CLOSE,1.4,0.8064516129022554,NONE,,YES,MISMATCH,
2198,2024-07,2024-07-15,SHORT,2024-07-15T15:21:00+00:00,2024-07-15T16:42:00+00:00,1.09144,1.09169,1.09144,1.0902079999999996,1.0906525999999999,BE,SL,0.0,-1.0,STOP,2024-07-15T15:21:03.188000+00:00,YES,MISMATCH,
2199,2024-07,2024-07-16,LONG,2024-07-16T13:39:00+00:00,2024-07-16T18:36:00+00:00,1.08808,1.08787,1.08808,1.089522,1.0890264,TP,SL,1.4,-1.0,STOP,2024-07-16T13:39:01.344000+00:00,YES,MISMATCH,
2200,2024-07,2024-07-18,LONG,2024-07-18T12:15:00+00:00,2024-07-18T13:06:00+00:00,1.09338,1.09282,1.09227,1.0949340000000003,1.0942998000000002,SL,FORCED_CLOSE,-1.0,-0.2909090909090689,NONE,,YES,MISMATCH,
2201,2024-07,2024-07-19,LONG,2024-07-19T11:12:00+00:00,2024-07-19T12:03:00+00:00,1.08893,1.08868,1.08893,1.089952,1.0895704,BE,SL,0.0,-1.0,STOP,2024-07-19T11:12:13.788000+00:00,YES,MISMATCH,
2202,2024-07,2024-07-22,SHORT,2024-07-22T12:33:00+00:00,2024-07-22T13:21:00+00:00,1.08824,1.0885,1.08824,1.08726,1.087632,BE,SL,0.0,-1.0,STOP,2024-07-22T12:33:03.148000+00:00,YES,MISMATCH,
2203,2024-07,2024-07-23,SHORT,2024-07-23T13:03:00+00:00,2024-07-23T13:12:00+00:00,1.08535,1.08553,1.08535,1.0848459999999998,1.0850511999999999,BE,SL,0.0,-1.0,STOP,2024-07-23T13:03:02.633000+00:00,YES,MISMATCH,
2204,2024-07,2024-07-24,LONG,2024-07-24T11:48:00+00:00,2024-07-24T13:42:00+00:00,1.08477,1.08454,1.08477,1.0861980000000004,1.0857006000000002,TP,SL,1.4,-1.0,STOP,2024-07-24T11:48:00.898000+00:00,YES,MISMATCH,
2205,2024-07,2024-07-25,SHORT,2024-07-25T17:27:00+00:00,2024-07-26T00:00:00+00:00,1.08586,1.08611,1.08586,1.084138,1.0847296,FORCED_CLOSE,SL,0.455285,-1.0,STOP,2024-07-25T17:27:05.857000+00:00,YES,MISMATCH,
2206,2024-07,2024-07-26,SHORT,2024-07-26T14:24:00+00:00,2024-07-26T14:42:00+00:00,1.08566,1.08616,1.08566,1.0839099999999997,1.0845849999999997,BE,SL,0.0,-1.0,STOP,2024-07-26T14:24:01.409000+00:00,YES,MISMATCH,
2207,2024-07,2024-07-29,SHORT,2024-07-29T11:00:00+00:00,2024-07-29T11:09:00+00:00,1.08341,1.08358,1.08341,1.0830319999999998,1.0831963999999998,BE,SL,0.0,-1.0,STOP,2024-07-29T11:00:02.447000+00:00,YES,MISMATCH,
2208,2024-07,2024-07-30,SHORT,2024-07-30T11:06:00+00:00,2024-07-30T11:12:00+00:00,1.08309,1.0832,1.08309,1.0826,1.08278,BE,SL,0.0,-1.0,STOP,2024-07-30T11:06:07.927000+00:00,YES,MISMATCH,
2209,2024-07,2024-07-31,SHORT,2024-07-31T11:42:00+00:00,2024-07-31T12:15:00+00:00,1.08343,1.08383,1.08343,1.0824779999999996,1.0828835999999997,BE,SL,0.0,-1.0,STOP,2024-07-31T11:42:03.757000+00:00,YES,MISMATCH,
2210,2024-08,2024-08-01,SHORT,2024-08-01T13:00:00+00:00,2024-08-01T14:00:00+00:00,1.0793,1.07963,1.0809400000000002,1.0770039999999994,1.0777917999999995,SL,FORCED_CLOSE,-1.0,-0.5801526717555635,NONE,,YES,MISMATCH,
2211,2024-08,2024-08-02,LONG,2024-08-02T11:00:00+00:00,2024-08-02T11:24:00+00:00,1.08268,1.08231,1.08268,1.0833660000000005,1.0830492000000005,TP,SL,1.4,-1.0,STOP,2024-08-02T11:00:00.793000+00:00,YES,MISMATCH,
2212,2024-08,2024-08-06,LONG,2024-08-06T11:00:00+00:00,2024-08-06T12:18:00+00:00,1.09117,1.09086,1.09117,1.0924300000000002,1.0919590000000001,BE,SL,0.0,-1.0,STOP,2024-08-06T11:00:00.194000+00:00,YES,MISMATCH,
2213,2024-08,2024-08-07,LONG,2024-08-07T14:18:00+00:00,2024-08-07T14:39:00+00:00,1.09238,1.09204,1.09238,1.09322,1.0928660000000001,TP,SL,1.4,-1.0,STOP,2024-08-07T14:18:00.326000+00:00,YES,MISMATCH,
2214,2024-08,2024-08-08,SHORT,2024-08-08T12:30:00+00:00,2024-08-08T13:48:00+00:00,1.09119,1.09284,1.09119,1.088166,1.0895682,TP,SL,1.4,-1.0,STOP,2024-08-08T12:30:00.129000+00:00,YES,MISMATCH,
2215,2024-08,2024-08-09,SHORT,2024-08-09T12:15:00+00:00,2024-08-09T12:36:00+00:00,1.09138,1.09158,1.09138,1.0904419999999997,1.0907833999999998,BE,SL,0.0,-1.0,STOP,2024-08-09T12:15:00.811000+00:00,YES,MISMATCH,
2216,2024-08,2024-08-12,LONG,2024-08-12T11:03:00+00:00,2024-08-12T12:42:00+00:00,1.09287,1.09264,1.09187,1.09427,1.0937810000000001,SL,FORCED_CLOSE,-1.0,-0.6883116883117295,NONE,,YES,MISMATCH,
2217,2024-08,2024-08-13,LONG,2024-08-13T11:09:00+00:00,2024-08-13T11:51:00+00:00,1.09256,1.09248,1.09256,1.0931340000000005,1.0929378000000003,TP,SL,1.4,-1.0,STOP,2024-08-13T11:09:05.162000+00:00,YES,MISMATCH,
2218,2024-08,2024-08-14,SHORT,2024-08-14T12:03:00+00:00,2024-08-14T12:36:00+00:00,1.1019,1.10246,1.1019,1.099464,1.1003628,BE,SL,0.0,-1.0,STOP,2024-08-14T12:03:00.080000+00:00,YES,MISMATCH,
2219,2024-08,2024-08-15,SHORT,2024-08-15T12:30:00+00:00,2024-08-15T14:15:00+00:00,1.09728,1.10114,1.09728,1.0913439999999996,1.0942827999999998,BE,SL,0.0,-1.0,STOP,2024-08-15T12:30:00.159000+00:00,YES,MISMATCH,
2220,2024-08,2024-08-16,SHORT,2024-08-16T14:00:00+00:00,2024-08-16T14:18:00+00:00,1.09977,1.10022,1.09977,1.0989999999999995,1.0993659999999996,TP,SL,1.4,-1.0,STOP,2024-08-16T14:00:00.127000+00:00,YES,MISMATCH,
2221,2024-08,2024-08-19,LONG,2024-08-19T11:45:00+00:00,2024-08-19T12:27:00+00:00,1.10387,1.10353,1.10387,1.104878,1.1044736,BE,SL,0.0,-1.0,STOP,2024-08-19T11:45:16.155000+00:00,YES,MISMATCH,
2222,2024-08,2024-08-20,LONG,2024-08-20T12:21:00+00:00,2024-08-20T12:57:00+00:00,1.10869,1.10851,1.10869,1.1097400000000004,1.1093710000000003,TP,SL,1.4,-1.0,STOP,2024-08-20T12:21:03.319000+00:00,YES,MISMATCH,
2223,2024-08,2024-08-21,LONG,2024-08-21T15:24:00+00:00,2024-08-21T18:03:00+00:00,1.11406,1.11292,1.11406,1.1164680000000002,1.1154036,TP,SL,1.4,-1.0,STOP,2024-08-21T15:24:00.273000+00:00,YES,MISMATCH,
2224,2024-08,2024-08-22,LONG,2024-08-22T12:42:00+00:00,2024-08-22T13:03:00+00:00,1.1137,1.11334,1.1137,1.115478,1.1148366,BE,SL,0.0,-1.0,STOP,2024-08-22T12:42:01.899000+00:00,YES,MISMATCH,
2225,2024-08,2024-08-23,LONG,2024-08-23T13:57:00+00:00,2024-08-23T14:00:00+00:00,1.11153,1.11093,1.1104499999999995,1.113042,1.1124084,TP,FORCED_CLOSE,1.4,1.0624999999989593,NONE,,YES,MISMATCH,
2226,2024-08,2024-08-26,SHORT,2024-08-26T12:30:00+00:00,2024-08-26T13:24:00+00:00,1.11588,1.11648,1.11588,1.1143819999999998,1.1150113999999998,BE,SL,0.0,-1.0,STOP,2024-08-26T12:30:01.251000+00:00,YES,MISMATCH,
2227,2024-08,2024-08-27,SHORT,2024-08-27T11:57:00+00:00,2024-08-27T12:54:00+00:00,1.11605,1.11637,1.11605,1.1146219999999996,1.1151463999999998,BE,SL,0.0,-1.0,STOP,2024-08-27T11:57:00.795000+00:00,YES,MISMATCH,
2228,2024-08,2024-08-29,LONG,2024-08-29T15:09:00+00:00,2024-08-29T15:36:00+00:00,1.1075,1.10707,1.1075,1.108788,1.1082726,BE,SL,0.0,-1.0,STOP,2024-08-29T15:09:02.545000+00:00,YES,MISMATCH,
2229,2024-08,2024-08-30,LONG,2024-08-30T13:51:00+00:00,2024-08-30T14:57:00+00:00,1.10722,1.10648,1.10722,1.1099360000000005,1.1088992000000002,BE,SL,0.0,-1.0,STOP,2024-08-30T13:51:00.358000+00:00,YES,MISMATCH,
2250,2024-10,2024-10-01,SHORT,2024-10-01T12:15:00+00:00,2024-10-01T13:03:00+00:00,1.10772,1.10802,1.10772,1.105984,1.1065948,BE,SL,0.0,-1.0,STOP,2024-10-01T12:15:00.178000+00:00,YES,MISMATCH,
2251,2024-10,2024-10-02,SHORT,2024-10-02T12:15:00+00:00,2024-10-02T13:06:00+00:00,1.10635,1.10727,1.10635,1.1042779999999994,1.1051755999999995,BE,SL,0.0,-1.0,STOP,2024-10-02T12:15:00.240000+00:00,YES,MISMATCH,
2252,2024-10,2024-10-03,SHORT,2024-10-03T12:03:00+00:00,2024-10-03T12:30:00+00:00,1.1041,1.10455,1.1041,1.1031479999999998,1.1035685999999998,BE,SL,0.0,-1.0,STOP,2024-10-03T12:03:00.957000+00:00,YES,MISMATCH,
2253,2024-10,2024-10-04,SHORT,2024-10-04T12:09:00+00:00,2024-10-04T12:30:00+00:00,1.10277,1.10299,1.1034000000000002,1.1018879999999998,1.1022185999999998,SL,FORCED_CLOSE,-1.0,-0.6097560975608171,NONE,,YES,MISMATCH,
2254,2024-10,2024-10-07,LONG,2024-10-07T13:54:00+00:00,2024-10-07T14:03:00+00:00,1.09803,1.09773,1.09803,1.0993180000000005,1.0988416000000003,BE,SL,0.0,-1.0,STOP,2024-10-07T13:54:01.165000+00:00,YES,MISMATCH,
2255,2024-10,2024-10-08,LONG,2024-10-08T11:45:00+00:00,2024-10-08T12:06:00+00:00,1.09849,1.09828,1.09849,1.0995260000000002,1.0991522,BE,SL,0.0,-1.0,STOP,2024-10-08T11:45:06.695000+00:00,YES,MISMATCH,
2256,2024-10,,,,,,,,,,,UNKNOWN,,0.0,,,NO,MISMATCH,NO_TICK_DATA
2257,2024-10,2024-10-10,SHORT,2024-10-10T14:06:00+00:00,2024-10-10T14:30:00+00:00,1.09329,1.09376,1.09329,1.091848,1.0924216,TP,SL,1.4,-1.0,STOP,2024-10-10T14:06:01.266000+00:00,YES,MISMATCH,
2258,2024-10,2024-10-11,SHORT,2024-10-11T11:15:00+00:00,2024-10-11T11:33:00+00:00,1.09301,1.09326,1.09301,1.092044,1.0924088,BE,SL,0.0,-1.0,STOP,2024-10-11T11:15:00.199000+00:00,YES,MISMATCH,
2259,2024-10,2024-10-14,SHORT,2024-10-14T12:36:00+00:00,2024-10-14T13:42:00+00:00,1.09084,1.09155,1.09177,1.089538,1.0901416,SL,FORCED_CLOSE,-1.0,2.954545454547152,NONE,,YES,MISMATCH,
2260,2024-10,2024-10-15,SHORT,2024-10-15T13:24:00+00:00,2024-10-15T14:39:00+00:00,1.091,1.0913,1.091,1.0899219999999998,1.0903353999999998,TP,SL,1.4,-1.0,STOP,2024-10-15T13:24:04.904000+00:00,YES,MISMATCH,
2261,2024-10,2024-10-16,SHORT,2024-10-16T12:36:00+00:00,2024-10-16T13:15:00+00:00,1.08927,1.08955,1.08927,1.0879119999999995,1.0884033999999998,BE,SL,0.0,-1.0,STOP,2024-10-16T12:36:00.555000+00:00,YES,MISMATCH,
2262,2024-10,2024-10-17,SHORT,2024-10-17T11:54:00+00:00,2024-10-17T12:15:00+00:00,1.08633,1.08649,1.08633,1.08563,1.085888,BE,SL,0.0,-1.0,STOP,2024-10-17T11:54:02.143000+00:00,YES,MISMATCH,
2263,2024-10,2024-10-18,SHORT,2024-10-18T11:54:00+00:00,2024-10-18T12:30:00+00:00,1.08462,1.085,1.0852800000000002,1.0836959999999995,1.0840871999999997,SL,FORCED_CLOSE,-1.0,0.2857142857134927,NONE,,YES,MISMATCH,
2264,2024-10,2024-10-21,SHORT,2024-10-21T14:21:00+00:00,2024-10-21T15:06:00+00:00,1.0841,1.08447,1.0841,1.082882,1.0833583999999998,TP,SL,1.4,-1.0,STOP,2024-10-21T14:21:06.269000+00:00,YES,MISMATCH,
2265,2024-10,2024-10-22,SHORT,2024-10-22T12:00:00+00:00,2024-10-22T12:21:00+00:00,1.08187,1.08174,1.08187,1.081324,1.0814488,BE,SL,0.0,-1.0,STOP,2024-10-22T12:00:24.467000+00:00,YES,MISMATCH,
2266,2024-10,2024-10-23,SHORT,2024-10-23T20:12:00+00:00,2024-10-23T20:51:00+00:00,1.07837,1.07847,1.07837,1.0778519999999998,1.0780374,BE,SL,0.0,-1.0,STOP,2024-10-23T20:12:01.548000+00:00,YES,MISMATCH,
2267,2024-10,2024-10-24,SHORT,2024-10-24T18:27:00+00:00,2024-10-24T19:33:00+00:00,1.08183,1.08195,1.0826900000000002,1.080626,1.0810232,SL,FORCED_CLOSE,-1.0,-0.9324324324323068,NONE,,YES,MISMATCH,
2268,2024-10,2024-10-25,SHORT,2024-10-25T13:30:00+00:00,2024-10-25T15:36:00+00:00,1.08286,1.083,1.08286,1.0813199999999994,1.0818239999999997,TP,SL,1.4,-1.0,STOP,2024-10-25T13:30:00.273000+00:00,YES,MISMATCH,
2269,2024-10,2024-10-28,SHORT,2024-10-28T12:45:00+00:00,2024-10-28T14:51:00+00:00,1.08134,1.0816,1.0827100000000005,1.0794219999999994,1.0800753999999997,SL,FORCED_CLOSE,-1.0,-0.7837837837834865,NONE,,YES,MISMATCH,
2270,2024-10,2024-10-29,SHORT,2024-10-29T11:00:00+00:00,2024-10-29T11:33:00+00:00,1.08022,1.08056,1.08022,1.0795479999999995,1.0798515999999996,BE,SL,0.0,-1.0,STOP,2024-10-29T11:00:00.427000+00:00,YES,MISMATCH,
2271,2024-10,2024-10-30,SHORT,2024-10-30T11:12:00+00:00,2024-10-30T11:51:00+00:00,1.08307,1.08332,1.08307,1.0822859999999994,1.0825961999999996,TP,SL,1.4,-1.0,STOP,2024-10-30T11:12:07.005000+00:00,YES,MISMATCH,
2272,2024-10,2024-10-31,SHORT,2024-10-31T18:48:00+00:00,2024-10-31T19:03:00+00:00,1.08644,1.08707,1.0874100000000002,1.085082,1.0856784000000002,SL,FORCED_CLOSE,-1.0,-0.20588235294108043,NONE,,YES,MISMATCH,
2273,2024-11,2024-11-01,SHORT,2024-11-01T12:24:00+00:00,2024-11-03T22:00:00+00:00,1.08643,1.08674,1.08643,1.0804939999999996,1.0823677999999997,BE,SL,0.0,-1.0,STOP,2024-11-01T12:24:02.818000+00:00,YES,MISMATCH,
