trade_id,month_A,direction_A,entry_time_ny_A,historical_entry_A,executable_entry_A,entry_diff_pips_A,sl_A,tp_A,be_trigger_A,be_stop_A,tick_outcome_A,tick_R_A,first_touch_time_A,auditable_yes_no_A,notes_A,month_B,direction_B,entry_time_ny_B,historical_entry_B,executable_entry_B,entry_diff_pips_B,sl_B,tp_B,be_trigger_B,be_stop_B,tick_outcome_B,tick_R_B,first_touch_time_B,auditable_yes_no_B,notes_B,B_minus_A,changed_outcome
2163,2024-05,LONG,2024-05-17T11:12:00+00:00,1.08401,1.08401,0.0,1.0833199999999998,1.08478,1.08423,1.08401,FORCED_CLOSE,0.10909090909122,2024-05-17T12:12:00.123000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,LONG,2024-05-17T11:12:00+00:00,1.08401,1.08387,1.40000000000029,1.0833199999999998,1.0846399999999998,1.08409,1.08387,FORCED_CLOSE,0.3636363636367273,2024-05-17T12:12:00.123000+00:00,YES,Audit Phase 50O-B: Model B,0.2545454545455073,False
2164,2024-05,SHORT,2024-05-20T11:09:00+00:00,1.0865,1.0865,0.0,1.08753,1.085436,1.086196,1.0865,FORCED_CLOSE,0.2499999999998848,2024-05-20T11:36:01.469000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,SHORT,2024-05-20T11:09:00+00:00,1.0865,1.08677,2.6999999999999247,1.08753,1.085706,1.086466,1.08677,FORCED_CLOSE,0.6052631578946117,2024-05-20T11:36:01.469000+00:00,YES,Audit Phase 50O-B: Model B,0.35526315789472696,False
2165,2024-05,SHORT,2024-05-21T13:00:00+00:00,1.0845,1.0845,0.0,1.08614,1.083912,1.084332,1.0845,BE,0.0,2024-05-21T13:02:47.482000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,SHORT,2024-05-21T13:00:00+00:00,1.0845,1.08572,12.199999999999989,1.08614,1.085132,1.085552,1.08572,TP,1.4,2024-05-21T13:00:04.427000+00:00,YES,Audit Phase 50O-B: Model B,1.4,True
2166,2024-05,SHORT,2024-05-22T17:27:00+00:00,1.08416,1.08416,0.0,1.08492,1.083278,1.083908,1.08416,FORCED_CLOSE,0.5238095238093478,2024-05-22T18:00:00.094000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,SHORT,2024-05-22T17:27:00+00:00,1.08416,1.08429,1.2999999999996348,1.08492,1.083408,1.0840379999999998,1.08429,FORCED_CLOSE,0.7301587301584633,2024-05-22T18:00:00.094000+00:00,YES,Audit Phase 50O-B: Model B,0.20634920634911558,False
2167,2024-05,LONG,2024-05-23T11:33:00+00:00,1.08477,1.08477,0.0,1.0838799999999995,1.085568,1.084998,1.08477,FORCED_CLOSE,0.0701754385965491,2024-05-23T12:45:10.483000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,LONG,2024-05-23T11:33:00+00:00,1.08477,1.08445,3.20000000000098,1.0838799999999995,1.085248,1.084678,1.08445,TP,1.4,2024-05-23T11:59:04.544000+00:00,YES,Audit Phase 50O-B: Model B,1.3298245614034507,True
2168,2024-05,SHORT,2024-05-24T16:48:00+00:00,1.08485,1.08485,0.0,1.0859800000000002,1.083408,1.084438,1.08485,FORCED_CLOSE,-0.5339805825241052,2024-05-26T21:00:08.855000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,SHORT,2024-05-24T16:48:00+00:00,1.08485,1.08495,0.99999999999989,1.0859800000000002,1.083508,1.084538,1.08495,FORCED_CLOSE,-0.4368932038833392,2024-05-26T21:00:08.855000+00:00,YES,Audit Phase 50O-B: Model B,0.097087378640766,False
2169,2024-05,LONG,2024-05-27T14:54:00+00:00,1.08596,1.08596,0.0,1.08478,1.087472,1.086392,1.08596,FORCED_CLOSE,0.1759259259258611,2024-05-28T00:00:00.195000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,LONG,2024-05-27T14:54:00+00:00,1.08596,1.08586,0.99999999999989,1.08478,1.087372,1.086292,1.08586,FORCED_CLOSE,0.2685185185184521,2024-05-28T00:00:00.195000+00:00,YES,Audit Phase 50O-B: Model B,0.092592592592591,False
2170,2024-05,LONG,2024-05-28T11:03:00+00:00,1.08839,1.08839,0.0,1.0872699999999995,1.089328,1.088658,1.08839,FORCED_CLOSE,0.0746268656717881,2024-05-28T11:27:00.100000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,LONG,2024-05-28T11:03:00+00:00,1.08839,1.08794,4.500000000000615,1.0872699999999995,1.088878,1.0882079999999998,1.08794,TP,1.4,2024-05-28T11:17:51.086000+00:00,YES,Audit Phase 50O-B: Model B,1.3253731343282118,True
2171,2024-05,SHORT,2024-05-29T14:21:00+00:00,1.08231,1.08231,0.0,1.08522,1.079566,1.081526,1.08231,FORCED_CLOSE,1.112244897959163,2024-05-30T00:00:00.238000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,SHORT,2024-05-29T14:21:00+00:00,1.08231,1.08326,9.499999999997844,1.08522,1.0805159999999998,1.0824759999999998,1.08326,TP,1.4,2024-05-29T18:53:29.615000+00:00,YES,Audit Phase 50O-B: Model B,0.2877551020408369,True
2172,2024-05,LONG,2024-05-30T12:30:00+00:00,1.08227,1.08227,0.0,1.08058,1.0837820000000002,1.082702,1.08227,FORCED_CLOSE,0.9907407407405604,2024-05-30T14:06:00.080000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,LONG,2024-05-30T12:30:00+00:00,1.08227,1.08166,6.099999999999994,1.08058,1.0831720000000002,1.082092,1.08166,TP,1.4,2024-05-30T12:55:54.013000+00:00,YES,Audit Phase 50O-B: Model B,0.4092592592594395,True
2173,2024-05,LONG,2024-05-31T11:03:00+00:00,1.08523,1.08523,0.0,1.0845,1.085958,1.085438,1.08523,FORCED_CLOSE,0.4230769230771327,2024-05-31T11:24:00.191000+00:00,YES,Audit Phase 50O-B: Model A,2024-05,LONG,2024-05-31T11:03:00+00:00,1.08523,1.08502,2.0999999999982144,1.0845,1.0857480000000002,1.085228,1.08502,FORCED_CLOSE,0.8269230769229432,2024-05-31T11:24:00.191000+00:00,YES,Audit Phase 50O-B: Model B,0.4038461538458105,False
2174,2024-06,LONG,2024-06-03T11:00:00+00:00,1.08388,1.08388,0.0,1.08343,1.084272,1.0839919999999998,1.08388,FORCED_CLOSE,0.6428571428573894,2024-06-03T11:15:00.079000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-03T11:00:00+00:00,1.08388,1.08371,1.7000000000000348,1.08343,1.084102,1.0838219999999998,1.08371,TP,1.4,2024-06-03T11:09:06.213000+00:00,YES,Audit Phase 50O-B: Model B,0.7571428571426105,True
2175,2024-06,SHORT,2024-06-06T11:03:00+00:00,1.08743,1.08743,0.0,1.0878600000000005,1.0869399999999996,1.08729,1.08743,FORCED_CLOSE,1.1142857142847646,2024-06-06T11:21:21.192000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,SHORT,2024-06-06T11:03:00+00:00,1.08743,1.08751,0.8000000000008001,1.0878600000000005,1.0870199999999997,1.08737,1.08751,FORCED_CLOSE,1.3428571428562912,2024-06-06T11:21:21.192000+00:00,YES,Audit Phase 50O-B: Model B,0.22857142857152657,False
2176,2024-06,SHORT,2024-06-07T12:30:00+00:00,1.08393,1.08393,0.0,1.0959500000000002,1.075124,1.081414,1.08393,FORCED_CLOSE,0.9602543720190698,2024-06-10T00:00:00.013000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,SHORT,2024-06-07T12:30:00+00:00,1.08393,1.08966,57.300000000000125,1.0959500000000002,1.080854,1.087144,1.08966,TP,1.4,2024-06-07T15:08:02.419000+00:00,YES,Audit Phase 50O-B: Model B,0.4397456279809301,True
2177,2024-06,LONG,2024-06-10T11:06:00+00:00,1.07396,1.07396,0.0,1.0734399999999995,1.0744920000000002,1.0741120000000002,1.07396,FORCED_CLOSE,1.184210526315328,2024-06-10T11:18:02.068000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-10T11:06:00+00:00,1.07396,1.07382,1.40000000000029,1.0734399999999995,1.0743520000000002,1.073972,1.07382,TP,1.4,2024-06-10T11:13:44.045000+00:00,YES,Audit Phase 50O-B: Model B,0.21578947368467194,True
2178,2024-06,SHORT,2024-06-11T11:09:00+00:00,1.07357,1.07357,0.0,1.0746100000000005,1.0726179999999996,1.073298,1.07357,FORCED_CLOSE,1.058823529411206,2024-06-11T11:18:00.831000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,SHORT,2024-06-11T11:09:00+00:00,1.07357,1.07393,3.60000000000138,1.0746100000000005,1.0729779999999998,1.073658,1.07393,TP,1.4,2024-06-11T11:14:46.024000+00:00,YES,Audit Phase 50O-B: Model B,0.34117647058879386,True
2179,2024-06,LONG,2024-06-12T13:24:00+00:00,1.08308,1.08308,0.0,1.0814499999999998,1.0848860000000002,1.0835960000000002,1.08308,FORCED_CLOSE,0.2945736434108434,2024-06-12T13:36:01.848000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-12T13:24:00+00:00,1.08308,1.08274,3.4000000000000696,1.0814499999999998,1.0845460000000002,1.0832560000000002,1.08274,FORCED_CLOSE,0.5581395348836762,2024-06-12T13:36:01.848000+00:00,YES,Audit Phase 50O-B: Model B,0.26356589147283277,False
2180,2024-06,LONG,2024-06-13T12:18:00+00:00,1.07896,1.07896,0.0,1.07764,1.08036,1.07936,1.07896,FORCED_CLOSE,0.180000000000051,2024-06-13T12:30:00.079000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-13T12:18:00+00:00,1.07896,1.07864,3.1999999999987594,1.07764,1.08004,1.07904,1.07864,FORCED_CLOSE,0.4999999999998949,2024-06-13T12:30:00.079000+00:00,YES,Audit Phase 50O-B: Model B,0.3199999999998439,False
2181,2024-06,SHORT,2024-06-14T13:09:00+00:00,1.06857,1.06857,0.0,1.06974,1.067506,1.068266,1.06857,FORCED_CLOSE,1.2763157894735728,2024-06-14T13:27:00.063000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,SHORT,2024-06-14T13:09:00+00:00,1.06857,1.06898,4.100000000000215,1.06974,1.067916,1.068676,1.06898,TP,1.4,2024-06-14T13:20:48.822000+00:00,YES,Audit Phase 50O-B: Model B,0.12368421052642709,True
2182,2024-06,LONG,2024-06-17T15:06:00+00:00,1.07192,1.07192,0.0,1.0711699999999995,1.07262,1.07212,1.07192,FORCED_CLOSE,0.1400000000000009,2024-06-17T15:39:01.557000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-17T15:06:00+00:00,1.07192,1.07167,2.500000000000835,1.0711699999999995,1.07237,1.07187,1.07167,TP,1.4,2024-06-17T15:17:05.619000+00:00,YES,Audit Phase 50O-B: Model B,1.259999999999999,True
2183,2024-06,LONG,2024-06-18T12:30:00+00:00,1.07308,1.07308,0.0,1.0693499999999996,1.0760480000000006,1.0739280000000002,1.07308,FORCED_CLOSE,1.3018867924525863,2024-06-18T14:27:00.617000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-18T12:30:00+00:00,1.07308,1.07147,16.100000000001113,1.0693499999999996,1.0744380000000004,1.072318,1.07147,TP,1.4,2024-06-18T13:47:23.791000+00:00,YES,Audit Phase 50O-B: Model B,0.0981132075474136,True
2184,2024-06,SHORT,2024-06-20T11:24:00+00:00,1.0727,1.0727,0.0,1.0734800000000002,1.0718459999999996,1.072456,1.0727,FORCED_CLOSE,0.2459016393443366,2024-06-20T11:42:00.792000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,SHORT,2024-06-20T11:24:00+00:00,1.0727,1.07287,1.7000000000000348,1.0734800000000002,1.0720159999999996,1.072626,1.07287,FORCED_CLOSE,0.5245901639344148,2024-06-20T11:42:00.792000+00:00,YES,Audit Phase 50O-B: Model B,0.2786885245900782,False
2185,2024-06,SHORT,2024-06-25T11:03:00+00:00,1.07203,1.07203,0.0,1.07269,1.071344,1.071834,1.07203,FORCED_CLOSE,1.1224489795917107,2024-06-25T11:33:00.650000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,SHORT,2024-06-25T11:03:00+00:00,1.07203,1.0722,1.7000000000000348,1.07269,1.071514,1.072004,1.0722,TP,1.4,2024-06-25T11:26:51.615000+00:00,YES,Audit Phase 50O-B: Model B,0.27755102040828916,True
2186,2024-06,LONG,2024-06-26T11:42:00+00:00,1.06851,1.06851,0.0,1.0676399999999997,1.0694340000000004,1.068774,1.06851,FORCED_CLOSE,0.65151515151475,2024-06-26T11:57:09.800000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-26T11:42:00+00:00,1.06851,1.0683,2.100000000000435,1.0676399999999997,1.0692240000000004,1.068564,1.0683,FORCED_CLOSE,0.9696969696964894,2024-06-26T11:57:09.800000+00:00,YES,Audit Phase 50O-B: Model B,0.3181818181817394,False
2187,2024-06,LONG,2024-06-27T12:18:00+00:00,1.07014,1.07014,0.0,1.0687399999999996,1.0714980000000005,1.070528,1.07014,BE,0.0,2024-06-27T12:30:07.319000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,LONG,2024-06-27T12:18:00+00:00,1.07014,1.06971,4.300000000001525,1.0687399999999996,1.0710680000000004,1.070098,1.06971,BE,0.0,2024-06-27T12:30:28.327000+00:00,YES,Audit Phase 50O-B: Model B,0.0,False
2188,2024-06,SHORT,2024-06-28T11:24:00+00:00,1.07042,1.07042,0.0,1.0714900000000005,1.069244,1.0700839999999998,1.07042,FORCED_CLOSE,0.8452380952379809,2024-06-28T11:54:05.620000+00:00,YES,Audit Phase 50O-B: Model A,2024-06,SHORT,2024-06-28T11:24:00+00:00,1.07042,1.07065,2.300000000001745,1.0714900000000005,1.069474,1.070314,1.07065,FORCED_CLOSE,1.1190476190476797,2024-06-28T11:54:05.620000+00:00,YES,Audit Phase 50O-B: Model B,0.2738095238096988,False
2189,2024-07,SHORT,2024-07-01T14:09:00+00:00,1.07497,1.07497,0.0,1.0777500000000002,1.0720299999999996,1.0741299999999998,1.07497,FORCED_CLOSE,1.2380952380950896,2024-07-01T15:09:00.152000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,SHORT,2024-07-01T14:09:00+00:00,1.07497,1.07565,6.800000000000139,1.0777500000000002,1.0727099999999996,1.0748099999999998,1.07565,TP,1.4,2024-07-01T15:01:32.887000+00:00,YES,Audit Phase 50O-B: Model B,0.16190476190491032,True
2190,2024-07,LONG,2024-07-02T13:00:00+00:00,1.07347,1.07347,0.0,1.0726099999999998,1.074268,1.073698,1.07347,FORCED_CLOSE,0.9298245614035936,2024-07-02T13:39:01.599000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,LONG,2024-07-02T13:00:00+00:00,1.07347,1.07318,2.8999999999990145,1.0726099999999998,1.073978,1.073408,1.07318,BE,0.0,2024-07-02T13:15:37.438000+00:00,YES,Audit Phase 50O-B: Model B,-0.9298245614035936,True
2191,2024-07,LONG,2024-07-03T12:15:00+00:00,1.0763,1.0763,0.0,1.07472,1.0775740000000005,1.076664,1.0763,FORCED_CLOSE,1.3626373626371118,2024-07-03T12:42:00.176000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,LONG,2024-07-03T12:15:00+00:00,1.0763,1.07563,6.699999999999484,1.07472,1.0769040000000003,1.075994,1.07563,TP,1.4,2024-07-03T12:33:04.001000+00:00,YES,Audit Phase 50O-B: Model B,0.03736263736288814,True
2192,2024-07,LONG,2024-07-04T14:00:00+00:00,1.08024,1.08024,0.0,1.0796999999999997,1.0808140000000004,1.080404,1.08024,FORCED_CLOSE,0.8048780487799523,2024-07-04T14:48:01.334000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,LONG,2024-07-04T14:00:00+00:00,1.08024,1.08011,1.3000000000018552,1.0796999999999997,1.0806840000000002,1.080274,1.08011,BE,0.0,2024-07-04T14:10:15.419000+00:00,YES,Audit Phase 50O-B: Model B,-0.8048780487799523,True
2193,2024-07,SHORT,2024-07-05T11:03:00+00:00,1.08216,1.08216,0.0,1.08279,1.081516,1.081976,1.08216,FORCED_CLOSE,0.2173913043477549,2024-07-05T12:03:00.116000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,SHORT,2024-07-05T11:03:00+00:00,1.08216,1.08233,1.7000000000000348,1.08279,1.081686,1.082146,1.08233,BE,0.0,2024-07-05T11:12:41.567000+00:00,YES,Audit Phase 50O-B: Model B,-0.2173913043477549,True
2194,2024-07,SHORT,2024-07-08T13:06:00+00:00,1.08389,1.08389,0.0,1.0850100000000005,1.0828959999999996,1.0836059999999998,1.08389,FORCED_CLOSE,0.0985915492957673,2024-07-08T14:39:00.107000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,SHORT,2024-07-08T13:06:00+00:00,1.08389,1.0843,4.100000000000215,1.0850100000000005,1.0833059999999997,1.084016,1.0843,BE,0.0,2024-07-08T13:13:57.597000+00:00,YES,Audit Phase 50O-B: Model B,-0.0985915492957673,True
2195,2024-07,SHORT,2024-07-09T11:09:00+00:00,1.08196,1.08196,0.0,1.0826300000000002,1.0812179999999998,1.081748,1.08196,FORCED_CLOSE,0.1320754716981156,2024-07-09T13:06:01.480000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,SHORT,2024-07-09T11:09:00+00:00,1.08196,1.0821,1.40000000000029,1.0826300000000002,1.0813579999999998,1.081888,1.0821,TP,1.4,2024-07-09T11:38:31.576000+00:00,YES,Audit Phase 50O-B: Model B,1.2679245283018843,True
2196,2024-07,LONG,2024-07-10T11:30:00+00:00,1.08243,1.08243,0.0,1.0817299999999996,1.0832000000000004,1.08265,1.08243,FORCED_CLOSE,0.1090909090907766,2024-07-10T11:51:01.892000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,LONG,2024-07-10T11:30:00+00:00,1.08243,1.08228,1.500000000000945,1.0817299999999996,1.0830500000000003,1.0825,1.08228,FORCED_CLOSE,0.381818181818122,2024-07-10T11:51:01.892000+00:00,YES,Audit Phase 50O-B: Model B,0.2727272727273454,False
2197,2024-07,SHORT,2024-07-12T11:54:00+00:00,1.08869,1.08869,0.0,1.0893200000000005,1.0882559999999994,1.0885659999999997,1.08869,BE,0.0,2024-07-12T12:29:20.366000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,SHORT,2024-07-12T11:54:00+00:00,1.08869,1.08901,3.20000000000098,1.0893200000000005,1.0885759999999995,1.0888859999999998,1.08901,BE,0.0,2024-07-12T12:03:15.286000+00:00,YES,Audit Phase 50O-B: Model B,0.0,False
2198,2024-07,SHORT,2024-07-15T15:21:00+00:00,1.09144,1.09144,0.0,1.0925700000000005,1.0902079999999996,1.0910879999999998,1.09144,FORCED_CLOSE,0.2272727272726506,2024-07-15T16:42:00.004000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,SHORT,2024-07-15T15:21:00+00:00,1.09144,1.09169,2.500000000000835,1.0925700000000005,1.0904579999999997,1.091338,1.09169,TP,1.4,2024-07-15T16:11:38.033000+00:00,YES,Audit Phase 50O-B: Model B,1.1727272727273492,True
2199,2024-07,LONG,2024-07-16T13:39:00+00:00,1.08808,1.08808,0.0,1.0868399999999998,1.089522,1.088492,1.08808,FORCED_CLOSE,1.398058252427289,2024-07-16T18:36:01.378000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,LONG,2024-07-16T13:39:00+00:00,1.08808,1.08787,2.100000000000435,1.0868399999999998,1.0893119999999998,1.088282,1.08787,BE,0.0,2024-07-16T14:09:58.888000+00:00,YES,Audit Phase 50O-B: Model B,-1.398058252427289,True
2200,2024-07,LONG,2024-07-18T12:15:00+00:00,1.09338,1.09338,0.0,1.09227,1.0941499999999995,1.0936,1.09338,BE,0.0,2024-07-18T12:30:46.388000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,LONG,2024-07-18T12:15:00+00:00,1.09338,1.09282,5.60000000000116,1.09227,1.0935899999999996,1.0930399999999998,1.09282,TP,1.4,2024-07-18T12:30:37.487000+00:00,YES,Audit Phase 50O-B: Model B,1.4,True
2201,2024-07,LONG,2024-07-19T11:12:00+00:00,1.08893,1.08893,0.0,1.08795,1.089952,1.089222,1.08893,FORCED_CLOSE,0.0684931506850666,2024-07-19T12:03:00.026000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,LONG,2024-07-19T11:12:00+00:00,1.08893,1.08868,2.4999999999986144,1.08795,1.0897020000000002,1.088972,1.08868,FORCED_CLOSE,0.4109589041094875,2024-07-19T12:03:00.026000+00:00,YES,Audit Phase 50O-B: Model B,0.34246575342442087,False
2202,2024-07,SHORT,2024-07-22T12:33:00+00:00,1.08824,1.08824,0.0,1.0892000000000002,1.08726,1.08796,1.08824,FORCED_CLOSE,0.1285714285716181,2024-07-22T13:21:00.142000+00:00,YES,Audit Phase 50O-B: Model A,2024-07,SHORT,2024-07-22T12:33:00+00:00,1.08824,1.0885,2.5999999999992696,1.0892000000000002,1.0875199999999998,1.08822,1.0885,FORCED_CLOSE,0.5000000000000321,2024-07-22T13:21:00.142000+00:00,YES,Audit Phase 50O-B: Model B,0.371428571428414,False
