month,trade_id,direction,entry_time_utc,original_exit_time_utc,close_model,close_time_ny,close_time_utc,executable_exit_price,tick_R,auditable_yes_no,non_auditable_reason,delta_vs_original_R
2017-08,609,LONG,2017-08-24 17:03:00+00:00,2017-08-24 18:51:00+00:00,19:45,2017-08-24 19:45:00-04:00,2017-08-24 23:45:00+00:00,1.17977,-1.222222222221927,YES,,-0.9888888888886231
2017-08,609,LONG,2017-08-24 17:03:00+00:00,2017-08-24 18:51:00+00:00,20:00,2017-08-24 20:00:00-04:00,2017-08-25 00:00:00+00:00,1.17976,-1.2333333333331071,YES,,-0.9999999999998033
2020-04,1197,LONG,2020-04-01 18:00:00+00:00,2020-04-01 20:03:00+00:00,19:00,2020-04-01 19:00:00-04:00,2020-04-01 23:00:00+00:00,1.09559,2.1176470588233083,YES,,0.14705882352944344
2020-04,1197,LONG,2020-04-01 18:00:00+00:00,2020-04-01 20:03:00+00:00,19:45,2020-04-01 19:45:00-04:00,2020-04-01 23:45:00+00:00,1.09494,1.7352941176468595,YES,,-0.23529411764700536
2020-04,1197,LONG,2020-04-01 18:00:00+00:00,2020-04-01 20:03:00+00:00,20:00,2020-04-01 20:00:00-04:00,2020-04-02 00:00:00+00:00,1.09514,1.852941176470362,YES,,-0.11764705882350279
2020-04,1198,SHORT,2020-04-02 12:00:00+00:00,2020-04-02 12:12:00+00:00,19:00,2020-04-02 19:00:00-04:00,2020-04-02 23:00:00+00:00,1.08508,5.589285714284656,YES,,4.2410714285707
2020-04,1198,SHORT,2020-04-02 12:00:00+00:00,2020-04-02 12:12:00+00:00,19:45,2020-04-02 19:45:00-04:00,2020-04-02 23:45:00+00:00,1.08462,5.999999999998981,YES,,4.651785714285025
2020-04,1198,SHORT,2020-04-02 12:00:00+00:00,2020-04-02 12:12:00+00:00,20:00,2020-04-02 20:00:00-04:00,2020-04-03 00:00:00+00:00,1.08464,5.982142857141724,YES,,4.633928571427768
2020-04,1199,SHORT,2020-04-03 12:30:00+00:00,2020-04-03 15:09:00+00:00,19:00,2020-04-03 19:00:00-04:00,2020-04-03 23:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1199,SHORT,2020-04-03 12:30:00+00:00,2020-04-03 15:09:00+00:00,19:45,2020-04-03 19:45:00-04:00,2020-04-03 23:45:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1199,SHORT,2020-04-03 12:30:00+00:00,2020-04-03 15:09:00+00:00,20:00,2020-04-03 20:00:00-04:00,2020-04-04 00:00:00+00:00,,0.0,NO,NO_TICKS_AT_CLOSE_TIME,0.0
2020-04,1200,LONG,2020-04-06 11:15:00+00:00,2020-04-06 12:21:00+00:00,19:00,2020-04-06 19:00:00-04:00,2020-04-06 23:00:00+00:00,1.0785,-0.867924528301794,YES,,-0.24528301886792558
2020-04,1200,LONG,2020-04-06 11:15:00+00:00,2020-04-06 12:21:00+00:00,19:45,2020-04-06 19:45:00-04:00,2020-04-06 23:45:00+00:00,1.07984,-0.23584905660381897,YES,,0.3867924528300495
2020-04,1200,LONG,2020-04-06 11:15:00+00:00,2020-04-06 12:21:00+00:00,20:00,2020-04-06 20:00:00-04:00,2020-04-07 00:00:00+00:00,1.07988,-0.21698113207550088,YES,,0.4056603773583676
2020-04,1201,SHORT,2020-04-07 14:27:00+00:00,2020-04-07 16:30:00+00:00,19:00,2020-04-07 19:00:00-04:00,2020-04-07 23:00:00+00:00,1.08925,0.8976744186046453,YES,,0.49767441860460676
2020-04,1201,SHORT,2020-04-07 14:27:00+00:00,2020-04-07 16:30:00+00:00,19:45,2020-04-07 19:45:00-04:00,2020-04-07 23:45:00+00:00,1.09006,0.5209302325581441,YES,,0.12093023255810559
2020-04,1201,SHORT,2020-04-07 14:27:00+00:00,2020-04-07 16:30:00+00:00,20:00,2020-04-07 20:00:00-04:00,2020-04-08 00:00:00+00:00,1.08937,0.8418604651163206,YES,,0.44186046511628213
2020-04,1202,SHORT,2020-04-09 14:03:00+00:00,2020-04-09 17:30:00+00:00,19:00,2020-04-09 19:00:00-04:00,2020-04-09 23:00:00+00:00,1.09308,-0.16600790513835462,YES,,0.44664031620542266
2020-04,1202,SHORT,2020-04-09 14:03:00+00:00,2020-04-09 17:30:00+00:00,19:45,2020-04-09 19:45:00-04:00,2020-04-09 23:45:00+00:00,1.09261,0.01976284584975397,YES,,0.6324110671935312
2020-04,1202,SHORT,2020-04-09 14:03:00+00:00,2020-04-09 17:30:00+00:00,20:00,2020-04-09 20:00:00-04:00,2020-04-10 00:00:00+00:00,1.09232,0.13438735177864294,YES,,0.7470355731224202
