path,size_mb,tracked_status,should_be_in_git,action
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__early__tight\equity_curve.csv,16.45,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__full__balanced\equity_curve.csv,16.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi2__mr_strict__full__tight\equity_curve.csv,16.46,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__core__balanced\equity_curve.csv,16.47,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__core__tight\equity_curve.csv,16.48,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__early__balanced\equity_curve.csv,16.59,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__early__tight\equity_curve.csv,15.35,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__full__balanced\equity_curve.csv,16.56,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_balanced__full__tight\equity_curve.csv,16.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__core__balanced\equity_curve.csv,16.78,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__core__tight\equity_curve.csv,11.74,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__early__balanced\equity_curve.csv,15.35,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__early__tight\equity_curve.csv,12.5,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__full__balanced\equity_curve.csv,16.4,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\mr_vwap_rsi7__mr_strict__full__tight\equity_curve.csv,14.92,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_active__core__balanced\equity_curve.csv,16.7,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_active__core__tight\equity_curve.csv,16.7,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_active__early__balanced\equity_curve.csv,16.6,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_active__early__tight\equity_curve.csv,16.57,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_balanced__core__balanced\equity_curve.csv,16.75,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_balanced__core__tight\equity_curve.csv,16.67,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_balanced__early__balanced\equity_curve.csv,16.69,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_fast_indicator_combo_lab_eurusd_v3\20260409_101647_fast_combo_lab\oos\trend_ema_rsi7__trend_balanced__early__tight\equity_curve.csv,16.68,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_playbook_core_lab_frequency\core_reversion\oos\equity_curve.csv,17.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_playbook_setup_lab\compression_breakout\oos\equity_curve.csv,17.96,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_playbook_setup_lab\core_reversion\oos\equity_curve.csv,17.49,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_playbook_setup_lab\late_continuation\oos\equity_curve.csv,17.78,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_bot_oos\20260408_212512_simple_run\equity_curve.csv,16.74,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\base\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_early\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_early_short\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_fri\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_fri_early\oos\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_fri_short\oos\equity_curve.csv,17.42,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_short\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\base\oos\equity_curve.csv,18.06,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_early\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_early_short\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_fri\oos\equity_curve.csv,17.85,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_fri_early\oos\equity_curve.csv,17.85,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_fri_short\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_short\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_eurusd_vwap_candidate_oos\20260408_225935_simple_run\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_eurusd_vwap_frequency_oos\20260409_090747_simple_run\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_eurusd_vwap_frequency_oos_calendar\20260409_090958_simple_run\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_eurusd_vwap_quality_oos\20260409_090747_simple_run\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_eurusd_vwap_quality_oos_calendar\20260409_090958_simple_run\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\EURUSD\oos\equity_curve.csv,16.63,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\USDCAD\oos\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\USDCHF\oos\equity_curve.csv,17.14,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\USDJPY\oos\equity_curve.csv,12.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\EURUSD\oos\equity_curve.csv,18.1,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\USDCAD\oos\equity_curve.csv,17.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\USDCHF\oos\equity_curve.csv,18.03,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\USDJPY\oos\equity_curve.csv,17.98,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\EURUSD\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\USDCAD\oos\equity_curve.csv,17.5,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\USDCHF\oos\equity_curve.csv,15.01,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\USDJPY\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\EURUSD\oos\equity_curve.csv,18.09,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\USDCAD\oos\equity_curve.csv,18.16,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\USDCHF\oos\equity_curve.csv,18.14,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\USDJPY\oos\equity_curve.csv,18.06,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_usdjpy_core_oos\20260409_090556_simple_run\equity_curve.csv,16.74,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_usdjpy_core_oos_calendar\20260409_090955_simple_run\equity_curve.csv,16.74,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_validate_eurusd\20260408_213424_oos_run\equity_curve.csv,16.63,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_validate_usdcad\20260408_213702_oos_run\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_validate_usdjpy\20260408_213424_oos_run\equity_curve.csv,12.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\EURUSD\oos\equity_curve.csv,16.63,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\USDCAD\oos\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\USDCHF\oos\equity_curve.csv,17.14,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\USDJPY\oos\equity_curve.csv,12.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\EURUSD\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\USDCAD\oos\equity_curve.csv,18.06,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\USDCHF\oos\equity_curve.csv,14.93,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\USDJPY\oos\equity_curve.csv,17.19,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_pair_screen\EURUSD\oos\equity_curve.csv,16.85,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_pair_screen\USDCAD\oos\equity_curve.csv,17.69,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_pair_screen\USDCHF\oos\equity_curve.csv,17.25,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_pair_screen\USDJPY\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\baseline_no_shock\design\equity_curve.csv,27.89,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\baseline_no_shock\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\extreme_costs_layered\design\equity_curve.csv,27.29,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\extreme_costs_layered\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\high_costs_layered\design\equity_curve.csv,27.49,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\high_costs_layered\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\production_layered\design\equity_curve.csv,27.67,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_survivor_stress_test\production_layered\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_usdjpy_2022_2025_opt_consistency_calendar\20260408_112223_optimize\equity_curve.csv,17.98,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_usdjpy_2022_2025_opt_core_reversion\20260408_121427_optimize\equity_curve.csv,13.37,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_usdjpy_2022_2025_opt_winrate_calendar\20260408_112222_optimize\equity_curve.csv,18.01,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_usdjpy_news_guard_2022_2025\calendar_only\equity_curve.csv,17.84,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_usdjpy_news_guard_2022_2025\layered_guard\equity_curve.csv,17.84,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\legacy_archive_2026\reports_usdjpy_news_guard_2022_2025\unprotected\equity_curve.csv,17.87,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\20260413_104444_robust_lab\strategy_vse\PARA CHATGPT\equity_curve.csv,16.58,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\20260413_105627_robust_lab\strategy_vse\PARA CHATGPT\equity_curve.csv,16.58,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\am_silver_bullet_ny_v2\20260417_163932_am_silver_bullet_ny_v2\am_silver_bullet_ny_v2\equity_curve.csv,12.9,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\baseline_ls_sr_dev\20260413_083440_robust_lab\strategy_ls_sr\PARA CHATGPT\equity_curve.csv,16.67,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\baseline_smr_dev\20260412_215222_robust_lab\strategy_smr\PARA CHATGPT\equity_curve.csv,16.69,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\baseline_smr_dev_v2\20260412_221416_robust_lab\strategy_smr\PARA CHATGPT\equity_curve.csv,16.69,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\baseline_src_dev\20260413_094542_robust_lab\strategy_src\PARA CHATGPT\equity_curve.csv,16.68,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\ict_atomic_setups\20260416_182454_ict_atomic_setups\ict_atomic_sweep_choch_fvg_pm\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\ict_atomic_setups\20260416_182454_ict_atomic_setups\ict_atomic_sweep_displacement_pm\equity_curve.csv,24.9,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\ict_atomic_setups\20260416_182454_ict_atomic_setups\ict_atomic_sweep_fvg_pm\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\ict_atomic_setups\20260416_183745_ict_atomic_setups\ict_atomic_sweep_choch_fvg_pm\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\ict_atomic_setups\20260416_183745_ict_atomic_setups\ict_atomic_sweep_displacement_pm\equity_curve.csv,24.9,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\ict_atomic_setups\20260416_183745_ict_atomic_setups\ict_atomic_sweep_fvg_pm\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\ifvg_repricing_pm\20260416_212523_ifvg_repricing_pm\ict_ifvg_repricing_pm\equity_curve.csv,24.59,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\pm_micro_reclaim_m3\20260416_134031_pm_micro_reclaim_m3\pm_micro_reclaim_m3\equity_curve.csv,24.24,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\pm_micro_reclaim_m3\20260416_144633_pm_micro_reclaim_m3\pm_micro_reclaim_m3\equity_curve.csv,32.59,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\pm_micro_reclaim_m3\20260416_145640_pm_micro_reclaim_m3\pm_micro_reclaim_m3\equity_curve.csv,32.59,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\pm_micro_reclaim_m3\20260416_160702_pm_micro_reclaim_m3\pm_micro_reclaim_m3\equity_curve.csv,40.69,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\pm_micro_reclaim_m3\20260416_161425_pm_micro_reclaim_m3\pm_micro_reclaim_m3\equity_curve.csv,40.69,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\pm_volatility_squeeze_retest_m5\20260417_085837_pm_volatility_squeeze_retest_m5\pm_volatility_squeeze_retest_m5\equity_curve.csv,25.06,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\research_lab_audit\20260410_111945_news_closure\news_eurusd_m15_audit.csv,22.98,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\research_lab_audit\20260410_132039_audit\news_eurusd_m15_audit.csv,20.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\research_lab_audit\20260410_153029_audit\news_eurusd_m15_audit.csv,20.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\research_lab_audit\20260411_092033_audit\news_eurusd_m15_audit.csv,20.54,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\research_lab_main\20260409_134207_lab\range_break_retest\PARA CHATGPT\equity_curve.csv,10.07,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\research_lab_main_v2\20260409_141810_lab\donchian_breakout\PARA CHATGPT\equity_curve.csv,10.17,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\research_lab_main_v2\20260409_142825_lab\donchian_breakout\PARA CHATGPT\equity_curve.csv,10.17,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\source_integration_audit\20260411_165500_dukascopy_m1_auto\EURUSD_M1_ASK_prepared.csv,11.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\source_integration_audit\20260411_165500_dukascopy_m1_auto\EURUSD_M1_ASK_raw.csv,11.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\source_integration_audit\20260411_165500_dukascopy_m1_auto\EURUSD_M1_BID_prepared.csv,11.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\source_integration_audit\20260411_165500_dukascopy_m1_auto\EURUSD_M1_BID_raw.csv,11.39,Unknown,NO,Exclude
07_BACKUPS\old_deliveries\ARCHIVO_HISTORICO\results\source_integration_audit\20260411_165500_dukascopy_m1_auto\EURUSD_M1_MID_prepared.csv,14.63,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\duplicados\GIT_BACKUP_20260507_0810.bundle.lock,378.29,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\duplicados\GIT_BACKUP_20260507_0811.bundle,378.29,Unknown,NO,Exclude
