path,size_mb,tracked_status,should_be_in_git,action
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_playbook_setup_lab\late_continuation\oos\equity_curve.csv,17.78,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_bot_oos\20260408_212512_simple_run\equity_curve.csv,16.74,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\base\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_early\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_early_short\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_fri\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_fri_early\oos\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_fri_short\oos\equity_curve.csv,17.42,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_eurusd_vwap\20260408_225309_simple_context_lab\mon_tue_short\oos\equity_curve.csv,17.26,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\base\oos\equity_curve.csv,18.06,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_early\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_early_short\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_fri\oos\equity_curve.csv,17.85,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_fri_early\oos\equity_curve.csv,17.85,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_fri_short\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_context_lab_usdcad_vwap\20260409_085717_simple_context_lab\mon_tue_short\oos\equity_curve.csv,17.92,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_eurusd_vwap_candidate_oos\20260408_225935_simple_run\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_eurusd_vwap_frequency_oos\20260409_090747_simple_run\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_eurusd_vwap_frequency_oos_calendar\20260409_090958_simple_run\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_eurusd_vwap_quality_oos\20260409_090747_simple_run\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_eurusd_vwap_quality_oos_calendar\20260409_090958_simple_run\equity_curve.csv,17.39,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\EURUSD\oos\equity_curve.csv,16.63,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\USDCAD\oos\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\USDCHF\oos\equity_curve.csv,17.14,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\core_reversion\USDJPY\oos\equity_curve.csv,12.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\EURUSD\oos\equity_curve.csv,18.1,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\USDCAD\oos\equity_curve.csv,17.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\USDCHF\oos\equity_curve.csv,18.03,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\mean_reversion\USDJPY\oos\equity_curve.csv,17.98,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\EURUSD\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\USDCAD\oos\equity_curve.csv,17.5,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\USDCHF\oos\equity_curve.csv,15.01,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\post_expansion_reversion\USDJPY\oos\equity_curve.csv,17.54,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\EURUSD\oos\equity_curve.csv,18.09,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\USDCAD\oos\equity_curve.csv,18.16,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\USDCHF\oos\equity_curve.csv,18.14,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_family_screen\20260408_214716_simple_screen\trend_pullback\USDJPY\oos\equity_curve.csv,18.06,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_usdjpy_core_oos\20260409_090556_simple_run\equity_curve.csv,16.74,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_usdjpy_core_oos_calendar\20260409_090955_simple_run\equity_curve.csv,16.74,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_validate_eurusd\20260408_213424_oos_run\equity_curve.csv,16.63,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_validate_usdcad\20260408_213702_oos_run\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_validate_usdjpy\20260408_213424_oos_run\equity_curve.csv,12.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\EURUSD\oos\equity_curve.csv,16.63,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\USDCAD\oos\equity_curve.csv,16.64,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\USDCHF\oos\equity_curve.csv,17.14,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\core_reversion\USDJPY\oos\equity_curve.csv,12.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\EURUSD\oos\equity_curve.csv,17.32,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\USDCAD\oos\equity_curve.csv,18.06,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\USDCHF\oos\equity_curve.csv,14.93,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_simple_vwap_screen\20260408_222302_simple_screen\vwap_mean_reversion\USDJPY\oos\equity_curve.csv,17.19,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_pair_screen\EURUSD\oos\equity_curve.csv,16.85,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_pair_screen\USDCAD\oos\equity_curve.csv,17.69,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_pair_screen\USDCHF\oos\equity_curve.csv,17.25,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_pair_screen\USDJPY\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\baseline_no_shock\design\equity_curve.csv,27.89,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\baseline_no_shock\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\extreme_costs_layered\design\equity_curve.csv,27.29,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\extreme_costs_layered\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\high_costs_layered\design\equity_curve.csv,27.49,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\high_costs_layered\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\production_layered\design\equity_curve.csv,27.67,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_survivor_stress_test\production_layered\oos\equity_curve.csv,14.31,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_usdjpy_2022_2025_opt_consistency_calendar\20260408_112223_optimize\equity_curve.csv,17.98,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_usdjpy_2022_2025_opt_core_reversion\20260408_121427_optimize\equity_curve.csv,13.37,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_usdjpy_2022_2025_opt_winrate_calendar\20260408_112222_optimize\equity_curve.csv,18.01,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_usdjpy_news_guard_2022_2025\calendar_only\equity_curve.csv,17.84,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_usdjpy_news_guard_2022_2025\layered_guard\equity_curve.csv,17.84,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\legacy_archive_2026\reports_usdjpy_news_guard_2022_2025\unprotected\equity_curve.csv,17.87,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\research_lab\data\news\news_events_audit.csv,22.05,Unknown,NO,Exclude
07_BACKUPS\quarantines\_ARCHIVO_HISTORICO_NO_SUBIR\zips_viejos\SUBIR_A_CHATGPT_CORRECTO_3334a5b15f92.zip,608.15,Unknown,NO,Exclude
