family_id,config_id,parameters
F12,F12_RERUN_0014,"{'news_buffer_mins': 26, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0015,"{'news_buffer_mins': 27, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0016,"{'news_buffer_mins': 28, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0017,"{'news_buffer_mins': 29, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0018,"{'news_buffer_mins': 30, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0019,"{'news_buffer_mins': 31, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0020,"{'news_buffer_mins': 32, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0021,"{'news_buffer_mins': 33, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0022,"{'news_buffer_mins': 34, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0023,"{'news_buffer_mins': 35, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0024,"{'news_buffer_mins': 36, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0025,"{'news_buffer_mins': 37, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0026,"{'news_buffer_mins': 37, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0027,"{'news_buffer_mins': 38, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0028,"{'news_buffer_mins': 39, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0029,"{'news_buffer_mins': 40, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0030,"{'news_buffer_mins': 41, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0031,"{'news_buffer_mins': 42, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0032,"{'news_buffer_mins': 43, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0033,"{'news_buffer_mins': 44, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0034,"{'news_buffer_mins': 45, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0035,"{'news_buffer_mins': 46, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0036,"{'news_buffer_mins': 47, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0037,"{'news_buffer_mins': 48, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0038,"{'news_buffer_mins': 48, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0039,"{'news_buffer_mins': 49, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0040,"{'news_buffer_mins': 50, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0041,"{'news_buffer_mins': 51, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0042,"{'news_buffer_mins': 52, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0043,"{'news_buffer_mins': 53, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0044,"{'news_buffer_mins': 54, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0045,"{'news_buffer_mins': 55, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0046,"{'news_buffer_mins': 56, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0047,"{'news_buffer_mins': 57, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0048,"{'news_buffer_mins': 58, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0049,"{'news_buffer_mins': 59, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
F12,F12_RERUN_0050,"{'news_buffer_mins': 60, 'impact_filter': 'HIGH', 'tp_pips': 15, 'sl_pips': 10, 'trail_pips': 5}"
