config_id,level_type,session_window,wick_to_body_min,max_trades_per_day,entry_type,sl_model,target_model
V49_7B_0617,LONDON_HL,08:00-11:00,1.5,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0618,ASIA_HL,08:00-11:00,1.8,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0619,LONDON_HL,08:00-11:00,3.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0620,ASIA_HL,07:00-10:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0621,LONDON_HL,08:00-11:00,2.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0622,ASIA_HL,08:00-11:00,1.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0623,ASIA_HL,08:00-11:00,1.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0624,ASIA_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0625,ASIA_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0626,ASIA_HL,09:00-12:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0627,ASIA_HL,08:00-11:00,1.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0628,ASIA_HL,08:00-11:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0629,ASIA_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0630,ASIA_HL,07:00-10:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0631,ASIA_HL,07:00-10:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0632,LONDON_HL,09:00-12:00,1.5,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0633,ASIA_HL,09:00-12:00,1.8,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0634,LONDON_HL,09:00-12:00,1.8,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0635,ASIA_HL,07:00-10:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0636,ASIA_HL,09:00-12:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0637,ASIA_HL,07:00-10:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0638,ASIA_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0639,ASIA_HL,07:00-10:00,1.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0640,LONDON_HL,08:00-11:00,1.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0641,LONDON_HL,09:00-12:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0642,ASIA_HL,07:00-10:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0643,ASIA_HL,08:00-11:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0644,LONDON_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0645,LONDON_HL,09:00-12:00,1.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0646,ASIA_HL,07:00-10:00,1.8,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0647,ASIA_HL,08:00-11:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0648,LONDON_HL,07:00-10:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0649,LONDON_HL,07:00-10:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0650,ASIA_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0651,LONDON_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0652,LONDON_HL,07:00-10:00,2.2,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0653,ASIA_HL,08:00-11:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0654,ASIA_HL,09:00-12:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0655,ASIA_HL,07:00-10:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0656,LONDON_HL,09:00-12:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0657,LONDON_HL,08:00-11:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0658,LONDON_HL,09:00-12:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0659,LONDON_HL,07:00-10:00,1.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0660,ASIA_HL,07:00-10:00,1.8,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0661,ASIA_HL,09:00-12:00,3.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0662,ASIA_HL,08:00-11:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0663,LONDON_HL,07:00-10:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0664,LONDON_HL,08:00-11:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0665,ASIA_HL,08:00-11:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0666,ASIA_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0667,ASIA_HL,09:00-12:00,1.5,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0668,ASIA_HL,09:00-12:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0669,LONDON_HL,09:00-12:00,3.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0670,LONDON_HL,09:00-12:00,2.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0671,ASIA_HL,08:00-11:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0672,ASIA_HL,09:00-12:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0673,ASIA_HL,08:00-11:00,2.2,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0674,LONDON_HL,08:00-11:00,1.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0675,LONDON_HL,07:00-10:00,1.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0676,ASIA_HL,08:00-11:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0677,LONDON_HL,07:00-10:00,3.0,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0678,ASIA_HL,09:00-12:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0679,LONDON_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0680,ASIA_HL,08:00-11:00,2.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0681,ASIA_HL,09:00-12:00,2.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0682,ASIA_HL,09:00-12:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0683,ASIA_HL,07:00-10:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0684,LONDON_HL,09:00-12:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0685,LONDON_HL,08:00-11:00,2.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0686,LONDON_HL,09:00-12:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0687,LONDON_HL,09:00-12:00,2.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0688,LONDON_HL,08:00-11:00,2.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0689,ASIA_HL,09:00-12:00,2.5,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0690,ASIA_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0691,LONDON_HL,07:00-10:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0692,ASIA_HL,07:00-10:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0693,LONDON_HL,07:00-10:00,1.8,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0694,LONDON_HL,07:00-10:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0695,ASIA_HL,08:00-11:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0696,LONDON_HL,09:00-12:00,2.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0697,ASIA_HL,08:00-11:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0698,LONDON_HL,08:00-11:00,2.2,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0699,LONDON_HL,09:00-12:00,1.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0700,ASIA_HL,09:00-12:00,3.0,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0701,ASIA_HL,09:00-12:00,3.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0702,LONDON_HL,08:00-11:00,2.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0703,ASIA_HL,07:00-10:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0704,LONDON_HL,09:00-12:00,2.2,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0705,ASIA_HL,07:00-10:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0706,ASIA_HL,09:00-12:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0707,ASIA_HL,08:00-11:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0708,LONDON_HL,09:00-12:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0709,ASIA_HL,08:00-11:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0710,ASIA_HL,08:00-11:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0711,LONDON_HL,07:00-10:00,2.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0712,LONDON_HL,09:00-12:00,3.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0713,LONDON_HL,09:00-12:00,1.5,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0714,ASIA_HL,07:00-10:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0715,ASIA_HL,07:00-10:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0716,ASIA_HL,07:00-10:00,2.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0717,ASIA_HL,09:00-12:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0718,LONDON_HL,07:00-10:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0719,ASIA_HL,08:00-11:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0720,ASIA_HL,07:00-10:00,1.8,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0721,LONDON_HL,07:00-10:00,3.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0722,LONDON_HL,08:00-11:00,3.0,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0723,LONDON_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0724,LONDON_HL,08:00-11:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0725,ASIA_HL,07:00-10:00,2.2,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0726,ASIA_HL,07:00-10:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0727,ASIA_HL,08:00-11:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0728,LONDON_HL,08:00-11:00,2.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0729,ASIA_HL,08:00-11:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0730,LONDON_HL,08:00-11:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0731,LONDON_HL,07:00-10:00,3.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0732,LONDON_HL,07:00-10:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0733,ASIA_HL,09:00-12:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0734,ASIA_HL,07:00-10:00,1.8,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0735,LONDON_HL,07:00-10:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0736,LONDON_HL,07:00-10:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0737,LONDON_HL,09:00-12:00,3.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0738,ASIA_HL,09:00-12:00,3.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0739,ASIA_HL,08:00-11:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0740,ASIA_HL,09:00-12:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0741,LONDON_HL,07:00-10:00,1.8,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0742,ASIA_HL,07:00-10:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0743,ASIA_HL,07:00-10:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0744,ASIA_HL,08:00-11:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0745,ASIA_HL,07:00-10:00,2.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0746,ASIA_HL,07:00-10:00,1.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0747,ASIA_HL,08:00-11:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0748,ASIA_HL,08:00-11:00,1.8,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0749,ASIA_HL,07:00-10:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0750,ASIA_HL,09:00-12:00,2.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0751,LONDON_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0752,LONDON_HL,08:00-11:00,1.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0753,ASIA_HL,07:00-10:00,1.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0754,ASIA_HL,08:00-11:00,2.2,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0755,LONDON_HL,07:00-10:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0756,LONDON_HL,07:00-10:00,1.8,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0757,ASIA_HL,08:00-11:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0758,LONDON_HL,07:00-10:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0759,LONDON_HL,09:00-12:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0760,LONDON_HL,08:00-11:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0761,ASIA_HL,08:00-11:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0762,ASIA_HL,08:00-11:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0763,ASIA_HL,08:00-11:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0764,LONDON_HL,09:00-12:00,1.8,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0765,LONDON_HL,07:00-10:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0766,ASIA_HL,07:00-10:00,2.2,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0767,LONDON_HL,07:00-10:00,1.8,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0768,ASIA_HL,09:00-12:00,3.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0769,ASIA_HL,08:00-11:00,3.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0770,LONDON_HL,07:00-10:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0771,ASIA_HL,09:00-12:00,3.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0772,ASIA_HL,08:00-11:00,1.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0773,LONDON_HL,07:00-10:00,2.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0774,ASIA_HL,09:00-12:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0775,LONDON_HL,07:00-10:00,1.8,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0776,ASIA_HL,08:00-11:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0777,LONDON_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0778,ASIA_HL,07:00-10:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0779,LONDON_HL,08:00-11:00,2.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0780,ASIA_HL,07:00-10:00,1.8,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0781,ASIA_HL,09:00-12:00,1.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0782,ASIA_HL,08:00-11:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0783,LONDON_HL,07:00-10:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0784,LONDON_HL,07:00-10:00,1.8,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0785,LONDON_HL,07:00-10:00,2.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0786,ASIA_HL,08:00-11:00,1.5,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0787,LONDON_HL,07:00-10:00,2.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0788,ASIA_HL,09:00-12:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0789,ASIA_HL,07:00-10:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0790,ASIA_HL,08:00-11:00,1.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0791,ASIA_HL,08:00-11:00,1.8,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0792,LONDON_HL,09:00-12:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0793,LONDON_HL,07:00-10:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0794,ASIA_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0795,ASIA_HL,08:00-11:00,2.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0796,ASIA_HL,07:00-10:00,1.5,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0797,LONDON_HL,07:00-10:00,1.8,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0798,LONDON_HL,08:00-11:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0799,LONDON_HL,07:00-10:00,1.8,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0800,LONDON_HL,08:00-11:00,1.8,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
