config_id,phase,slippage,net_r
V49_7B_0003,TRAIN,0.5,-1.102
V49_7B_0003,TRAIN,0.2,-0.1044
V49_7B_0003,TRAIN,0.3,-0.1047
V49_7B_0003,TRAIN,0.5,-0.1054
V49_7B_0003,TRAIN,0.2,-0.1378
V49_7B_0003,TRAIN,0.3,-0.1381
V49_7B_0003,TRAIN,0.5,-0.1387
V49_7B_0003,TRAIN,0.2,-0.2396
V49_7B_0003,TRAIN,0.3,-0.2401
V49_7B_0003,TRAIN,0.5,-0.2411
V49_7B_0003,TRAIN,0.2,-0.198
V49_7B_0003,TRAIN,0.3,-0.1982
V49_7B_0003,TRAIN,0.5,-0.1988
V49_7B_0003,TRAIN,0.2,-0.1965
V49_7B_0003,TRAIN,0.3,-0.1968
V49_7B_0003,TRAIN,0.5,-0.1974
V49_7B_0003,TRAIN,0.2,0.9964
V49_7B_0003,TRAIN,0.3,0.9959
V49_7B_0003,TRAIN,0.5,0.9949
V49_7B_0003,TRAIN,0.2,0.9942
V49_7B_0003,TRAIN,0.3,0.9934
V49_7B_0003,TRAIN,0.5,0.9917
V49_7B_0003,TRAIN,0.2,0.9978
V49_7B_0003,TRAIN,0.3,0.9975
V49_7B_0003,TRAIN,0.5,0.9969
V49_7B_0003,TRAIN,0.2,-0.1049
V49_7B_0003,TRAIN,0.3,-0.1052
V49_7B_0003,TRAIN,0.5,-0.1058
V49_7B_0004,TRAIN,0.2,-0.0294
V49_7B_0004,TRAIN,0.3,-0.0441
V49_7B_0004,TRAIN,0.5,-0.0735
V49_7B_0004,TRAIN,0.2,-1.0636
V49_7B_0004,TRAIN,0.3,-1.0727
V49_7B_0004,TRAIN,0.5,-1.0909
V49_7B_0004,TRAIN,0.2,0.6059
V49_7B_0004,TRAIN,0.3,0.6044
V49_7B_0004,TRAIN,0.5,0.6015
V49_7B_0004,TRAIN,0.2,1.9653
V49_7B_0004,TRAIN,0.3,1.9604
V49_7B_0004,TRAIN,0.5,1.9505
V49_7B_0004,TRAIN,0.2,-0.0122
V49_7B_0004,TRAIN,0.3,-0.0183
V49_7B_0004,TRAIN,0.5,-0.0305
V49_7B_0004,TRAIN,0.2,1.9407
V49_7B_0004,TRAIN,0.3,1.9322
V49_7B_0004,TRAIN,0.5,1.9153
V49_7B_0004,TRAIN,0.2,-1.0432
V49_7B_0004,TRAIN,0.3,-1.0494
V49_7B_0004,TRAIN,0.5,-1.0617
V49_7B_0004,TRAIN,0.2,1.9462
V49_7B_0004,TRAIN,0.3,1.9385
V49_7B_0004,TRAIN,0.5,1.9231
V49_7B_0004,TRAIN,0.2,-1.0556
V49_7B_0004,TRAIN,0.3,-1.0635
V49_7B_0004,TRAIN,0.5,-1.0794
V49_7B_0004,TRAIN,0.2,-1.0648
V49_7B_0004,TRAIN,0.3,-1.0741
V49_7B_0004,TRAIN,0.5,-1.0926
V49_7B_0005,TRAIN,0.2,-1.0058
V49_7B_0005,TRAIN,0.3,-1.0066
V49_7B_0005,TRAIN,0.5,-1.0083
V49_7B_0005,TRAIN,0.2,0.994
V49_7B_0005,TRAIN,0.3,0.9931
V49_7B_0005,TRAIN,0.5,0.9914
V49_7B_0006,TRAIN,0.2,0.2479
V49_7B_0006,TRAIN,0.3,0.2471
V49_7B_0006,TRAIN,0.5,0.2456
V49_7B_0006,TRAIN,0.2,0.2335
V49_7B_0006,TRAIN,0.3,0.2328
V49_7B_0006,TRAIN,0.5,0.2314
V49_7B_0006,TRAIN,0.2,-0.2028
V49_7B_0006,TRAIN,0.3,-0.2031
V49_7B_0006,TRAIN,0.5,-0.2036
V49_7B_0006,TRAIN,0.2,1.1769
V49_7B_0006,TRAIN,0.3,1.176
V49_7B_0006,TRAIN,0.5,1.1741
V49_7B_0007,TRAIN,0.2,-1.0838
V49_7B_0007,TRAIN,0.3,-1.0958
V49_7B_0007,TRAIN,0.5,-1.1198
V49_7B_0007,TRAIN,0.2,-0.1716
V49_7B_0007,TRAIN,0.3,-0.1722
V49_7B_0007,TRAIN,0.5,-0.1733
V49_7B_0007,TRAIN,0.2,-0.2667
V49_7B_0007,TRAIN,0.3,-0.2671
V49_7B_0007,TRAIN,0.5,-0.2678
V49_7B_0007,TRAIN,0.2,-0.2587
V49_7B_0007,TRAIN,0.3,-0.2591
V49_7B_0007,TRAIN,0.5,-0.2599
V49_7B_0007,TRAIN,0.2,0.9952
V49_7B_0007,TRAIN,0.3,0.9945
V49_7B_0007,TRAIN,0.5,0.9931
V49_7B_0007,TRAIN,0.2,0.6446
V49_7B_0007,TRAIN,0.3,0.644
V49_7B_0007,TRAIN,0.5,0.6426
V49_7B_0007,TRAIN,0.2,0.9942
V49_7B_0007,TRAIN,0.3,0.9933
V49_7B_0007,TRAIN,0.5,0.9917
V49_7B_0008,TRAIN,0.2,0.2418
V49_7B_0008,TRAIN,0.3,0.2411
V49_7B_0008,TRAIN,0.5,0.2396
V49_7B_0008,TRAIN,0.2,0.9871
V49_7B_0008,TRAIN,0.3,0.9853
V49_7B_0008,TRAIN,0.5,0.9816
V49_7B_0008,TRAIN,0.2,0.9789
V49_7B_0008,TRAIN,0.3,0.9759
V49_7B_0008,TRAIN,0.5,0.9698
V49_7B_0009,TRAIN,0.2,-1.0714
V49_7B_0009,TRAIN,0.3,-1.0816
V49_7B_0009,TRAIN,0.5,-1.102
V49_7B_0009,TRAIN,0.2,-0.1294
V49_7B_0009,TRAIN,0.3,-0.1299
V49_7B_0009,TRAIN,0.5,-0.1307
V49_7B_0009,TRAIN,0.2,-0.2008
V49_7B_0009,TRAIN,0.3,-0.201
V49_7B_0009,TRAIN,0.5,-0.2016
V49_7B_0009,TRAIN,0.2,-0.1948
V49_7B_0009,TRAIN,0.3,-0.1951
V49_7B_0009,TRAIN,0.5,-0.1956
V49_7B_0009,TRAIN,0.2,0.9964
V49_7B_0009,TRAIN,0.3,0.9958
V49_7B_0009,TRAIN,0.5,0.9948
V49_7B_0009,TRAIN,0.2,0.4868
V49_7B_0009,TRAIN,0.3,0.4863
V49_7B_0009,TRAIN,0.5,0.4852
V49_7B_0009,TRAIN,0.2,0.9956
V49_7B_0009,TRAIN,0.3,0.995
V49_7B_0009,TRAIN,0.5,0.9937
V49_7B_0010,TRAIN,0.2,-1.0838
V49_7B_0010,TRAIN,0.3,-1.0958
V49_7B_0010,TRAIN,0.5,-1.1198
V49_7B_0010,TRAIN,0.2,-0.0091
V49_7B_0010,TRAIN,0.3,-0.0136
V49_7B_0010,TRAIN,0.5,-0.0227
V49_7B_0010,TRAIN,0.2,-0.2667
V49_7B_0010,TRAIN,0.3,-0.2671
V49_7B_0010,TRAIN,0.5,-0.2678
V49_7B_0010,TRAIN,0.2,-0.2587
V49_7B_0010,TRAIN,0.3,-0.2591
V49_7B_0010,TRAIN,0.5,-0.2599
V49_7B_0010,TRAIN,0.2,0.9952
V49_7B_0010,TRAIN,0.3,0.9945
V49_7B_0010,TRAIN,0.5,0.9931
V49_7B_0010,TRAIN,0.2,0.284
V49_7B_0010,TRAIN,0.3,0.2837
V49_7B_0010,TRAIN,0.5,0.2829
V49_7B_0011,TRAIN,0.2,-1.0714
V49_7B_0011,TRAIN,0.3,-1.0816
V49_7B_0011,TRAIN,0.5,-1.102
V49_7B_0011,TRAIN,0.2,-0.1294
V49_7B_0011,TRAIN,0.3,-0.1299
V49_7B_0011,TRAIN,0.5,-0.1307
V49_7B_0011,TRAIN,0.2,-0.2008
V49_7B_0011,TRAIN,0.3,-0.201
V49_7B_0011,TRAIN,0.5,-0.2016
V49_7B_0011,TRAIN,0.2,-0.1948
V49_7B_0011,TRAIN,0.3,-0.1951
V49_7B_0011,TRAIN,0.5,-0.1956
V49_7B_0011,TRAIN,0.2,0.9964
V49_7B_0011,TRAIN,0.3,0.9958
V49_7B_0011,TRAIN,0.5,0.9948
V49_7B_0011,TRAIN,0.2,0.4868
V49_7B_0011,TRAIN,0.3,0.4863
V49_7B_0011,TRAIN,0.5,0.4852
V49_7B_0011,TRAIN,0.2,0.9956
V49_7B_0011,TRAIN,0.3,0.995
V49_7B_0011,TRAIN,0.5,0.9937
V49_7B_0012,TRAIN,0.2,1.4608
V49_7B_0012,TRAIN,0.3,1.4552
V49_7B_0012,TRAIN,0.5,1.444
V49_7B_0012,TRAIN,0.2,0.994
V49_7B_0012,TRAIN,0.3,0.9931
V49_7B_0012,TRAIN,0.5,0.9914
V49_7B_0012,TRAIN,0.2,0.9966
V49_7B_0012,TRAIN,0.3,0.9962
V49_7B_0012,TRAIN,0.5,0.9952
V49_7B_0013,TRAIN,0.2,-1.0059
V49_7B_0013,TRAIN,0.3,-1.0067
V49_7B_0013,TRAIN,0.5,-1.0084
V49_7B_0013,TRAIN,0.2,0.9941
V49_7B_0013,TRAIN,0.3,0.9932
V49_7B_0013,TRAIN,0.5,0.9916
V49_7B_0014,TRAIN,0.2,-1.0952
V49_7B_0014,TRAIN,0.3,-1.1088
V49_7B_0014,TRAIN,0.5,-1.1361
V49_7B_0014,TRAIN,0.2,-1.0819
V49_7B_0014,TRAIN,0.3,-1.0936
V49_7B_0014,TRAIN,0.5,-1.117
V49_7B_0014,TRAIN,0.2,-1.0753
V49_7B_0014,TRAIN,0.3,-1.086
V49_7B_0014,TRAIN,0.5,-1.1075
V49_7B_0014,TRAIN,0.2,-1.0864
V49_7B_0014,TRAIN,0.3,-1.0988
V49_7B_0014,TRAIN,0.5,-1.1235
V49_7B_0014,TRAIN,0.2,-0.0205
V49_7B_0014,TRAIN,0.3,-0.0308
V49_7B_0014,TRAIN,0.5,-0.0513
V49_7B_0014,TRAIN,0.2,-1.0569
V49_7B_0014,TRAIN,0.3,-1.065
V49_7B_0014,TRAIN,0.5,-1.0813
V49_7B_0014,TRAIN,0.2,-0.0115
V49_7B_0014,TRAIN,0.3,-0.0172
V49_7B_0014,TRAIN,0.5,-0.0287
V49_7B_0014,TRAIN,0.2,-1.1014
V49_7B_0014,TRAIN,0.3,-1.1159
V49_7B_0014,TRAIN,0.5,-1.1449
V49_7B_0014,TRAIN,0.2,-1.0231
V49_7B_0014,TRAIN,0.3,-1.0264
V49_7B_0014,TRAIN,0.5,-1.033
V49_7B_0014,TRAIN,0.2,-1.0897
V49_7B_0014,TRAIN,0.3,-1.1026
V49_7B_0014,TRAIN,0.5,-1.1282
V49_7B_0014,TRAIN,0.2,2.4209
V49_7B_0014,TRAIN,0.3,2.4096
V49_7B_0014,TRAIN,0.5,2.387
V49_7B_0015,TRAIN,0.2,-0.0328
V49_7B_0015,TRAIN,0.3,-0.0492
V49_7B_0015,TRAIN,0.5,-0.082
V49_7B_0015,TRAIN,0.2,-1.0757
V49_7B_0015,TRAIN,0.3,-1.0865
V49_7B_0015,TRAIN,0.5,-1.1081
V49_7B_0015,TRAIN,0.2,0.7923
V49_7B_0015,TRAIN,0.3,0.7904
V49_7B_0015,TRAIN,0.5,0.7865
V49_7B_0015,TRAIN,0.2,2.4567
V49_7B_0015,TRAIN,0.3,2.4505
V49_7B_0015,TRAIN,0.5,2.4381
V49_7B_0015,TRAIN,0.2,-0.015
V49_7B_0015,TRAIN,0.3,-0.0226
V49_7B_0015,TRAIN,0.5,-0.0376
V49_7B_0015,TRAIN,0.2,2.4289
V49_7B_0015,TRAIN,0.3,2.4188
V49_7B_0015,TRAIN,0.5,2.3985
V49_7B_0015,TRAIN,0.2,-1.0532
V49_7B_0015,TRAIN,0.3,-1.0608
V49_7B_0015,TRAIN,0.5,-1.076
V49_7B_0015,TRAIN,0.2,2.4349
V49_7B_0015,TRAIN,0.3,2.4256
V49_7B_0015,TRAIN,0.5,2.407
V49_7B_0015,TRAIN,0.2,-1.067
V49_7B_0015,TRAIN,0.3,-1.0766
V49_7B_0015,TRAIN,0.5,-1.0957
V49_7B_0015,TRAIN,0.2,-1.0769
V49_7B_0015,TRAIN,0.3,-1.0879
V49_7B_0015,TRAIN,0.5,-1.1099
V49_7B_0016,TRAIN,0.2,-1.0714
V49_7B_0016,TRAIN,0.3,-1.0816
V49_7B_0016,TRAIN,0.5,-1.102
V49_7B_0016,TRAIN,0.2,-0.1065
V49_7B_0016,TRAIN,0.3,-0.1069
V49_7B_0016,TRAIN,0.5,-0.1075
V49_7B_0016,TRAIN,0.2,-0.1382
V49_7B_0016,TRAIN,0.3,-0.1385
V49_7B_0016,TRAIN,0.5,-0.1392
V49_7B_0016,TRAIN,0.2,-0.2458
V49_7B_0016,TRAIN,0.3,-0.2462
V49_7B_0016,TRAIN,0.5,-0.2472
V49_7B_0016,TRAIN,0.2,-0.1993
V49_7B_0016,TRAIN,0.3,-0.1995
V49_7B_0016,TRAIN,0.5,-0.2001
V49_7B_0016,TRAIN,0.2,-0.1965
V49_7B_0016,TRAIN,0.3,-0.1968
V49_7B_0016,TRAIN,0.5,-0.1974
V49_7B_0016,TRAIN,0.2,0.9964
V49_7B_0016,TRAIN,0.3,0.9959
V49_7B_0016,TRAIN,0.5,0.9949
V49_7B_0016,TRAIN,0.2,0.9942
V49_7B_0016,TRAIN,0.3,0.9934
V49_7B_0016,TRAIN,0.5,0.9917
V49_7B_0016,TRAIN,0.2,0.9979
V49_7B_0016,TRAIN,0.3,0.9976
V49_7B_0016,TRAIN,0.5,0.9969
V49_7B_0016,TRAIN,0.2,-0.1049
V49_7B_0016,TRAIN,0.3,-0.1052
V49_7B_0016,TRAIN,0.5,-0.1058
V49_7B_0017,TRAIN,0.2,0.24
V49_7B_0017,TRAIN,0.3,0.2393
V49_7B_0017,TRAIN,0.5,0.2378
V49_7B_0017,TRAIN,0.2,0.9874
V49_7B_0017,TRAIN,0.3,0.9856
V49_7B_0017,TRAIN,0.5,0.982
V49_7B_0017,TRAIN,0.2,0.9795
V49_7B_0017,TRAIN,0.3,0.9766
V49_7B_0017,TRAIN,0.5,0.9707
V49_7B_0018,TRAIN,0.2,-1.0714
V49_7B_0018,TRAIN,0.3,-1.0816
V49_7B_0018,TRAIN,0.5,-1.102
V49_7B_0018,TRAIN,0.2,-1.1458
V49_7B_0018,TRAIN,0.3,-1.1667
V49_7B_0018,TRAIN,0.5,-1.2083
V49_7B_0018,TRAIN,0.2,-1.0648
V49_7B_0018,TRAIN,0.3,-1.0741
V49_7B_0018,TRAIN,0.5,-1.0926
V49_7B_0018,TRAIN,0.2,-1.0547
V49_7B_0018,TRAIN,0.3,-1.0625
V49_7B_0018,TRAIN,0.5,-1.0781
V49_7B_0018,TRAIN,0.2,-1.05
V49_7B_0018,TRAIN,0.3,-1.0571
V49_7B_0018,TRAIN,0.5,-1.0714
V49_7B_0018,TRAIN,0.2,1.4462
V49_7B_0018,TRAIN,0.3,1.4385
V49_7B_0018,TRAIN,0.5,1.4231
V49_7B_0018,TRAIN,0.2,-1.0407
V49_7B_0018,TRAIN,0.3,-1.0465
V49_7B_0018,TRAIN,0.5,-1.0581
V49_7B_0018,TRAIN,0.2,-1.0761
V49_7B_0018,TRAIN,0.3,-1.087
V49_7B_0018,TRAIN,0.5,-1.1087
V49_7B_0018,TRAIN,0.2,-1.0271
V49_7B_0018,TRAIN,0.3,-1.031
V49_7B_0018,TRAIN,0.5,-1.0388
V49_7B_0018,TRAIN,0.2,-1.0302
V49_7B_0018,TRAIN,0.3,-1.0345
V49_7B_0018,TRAIN,0.5,-1.0431
V49_7B_0018,TRAIN,0.2,-1.0235
V49_7B_0018,TRAIN,0.3,-1.0268
V49_7B_0018,TRAIN,0.5,-1.0336
V49_7B_0018,TRAIN,0.2,-1.025
V49_7B_0018,TRAIN,0.3,-1.0286
V49_7B_0018,TRAIN,0.5,-1.0357
V49_7B_0018,TRAIN,0.2,-1.0761
V49_7B_0018,TRAIN,0.3,-1.087
V49_7B_0018,TRAIN,0.5,-1.1087
V49_7B_0018,TRAIN,0.2,-1.0173
V49_7B_0018,TRAIN,0.3,-1.0198
V49_7B_0018,TRAIN,0.5,-1.0248
V49_7B_0018,TRAIN,0.2,-1.0636
V49_7B_0018,TRAIN,0.3,-1.0727
V49_7B_0018,TRAIN,0.5,-1.0909
V49_7B_0019,TRAIN,0.2,0.24
V49_7B_0019,TRAIN,0.3,0.2393
V49_7B_0019,TRAIN,0.5,0.2378
V49_7B_0019,TRAIN,0.2,0.9874
V49_7B_0019,TRAIN,0.3,0.9856
V49_7B_0019,TRAIN,0.5,0.982
V49_7B_0019,TRAIN,0.2,0.9795
V49_7B_0019,TRAIN,0.3,0.9766
V49_7B_0019,TRAIN,0.5,0.9707
V49_7B_0020,TRAIN,0.2,-1.0714
V49_7B_0020,TRAIN,0.3,-1.0816
V49_7B_0020,TRAIN,0.5,-1.102
V49_7B_0020,TRAIN,0.2,-1.1458
V49_7B_0020,TRAIN,0.3,-1.1667
V49_7B_0020,TRAIN,0.5,-1.2083
V49_7B_0020,TRAIN,0.2,-1.0648
V49_7B_0020,TRAIN,0.3,-1.0741
V49_7B_0020,TRAIN,0.5,-1.0926
V49_7B_0020,TRAIN,0.2,-0.0154
V49_7B_0020,TRAIN,0.3,-0.0231
V49_7B_0020,TRAIN,0.5,-0.0385
V49_7B_0020,TRAIN,0.2,-1.0761
V49_7B_0020,TRAIN,0.3,-1.087
V49_7B_0020,TRAIN,0.5,-1.1087
V49_7B_0020,TRAIN,0.2,-1.0271
V49_7B_0020,TRAIN,0.3,-1.031
V49_7B_0020,TRAIN,0.5,-1.0388
V49_7B_0020,TRAIN,0.2,-0.0086
V49_7B_0020,TRAIN,0.3,-0.0129
V49_7B_0020,TRAIN,0.5,-0.0216
V49_7B_0020,TRAIN,0.2,-1.0761
V49_7B_0020,TRAIN,0.3,-1.087
V49_7B_0020,TRAIN,0.5,-1.1087
V49_7B_0020,TRAIN,0.2,-1.0173
V49_7B_0020,TRAIN,0.3,-1.0198
V49_7B_0020,TRAIN,0.5,-1.0248
V49_7B_0020,TRAIN,0.2,-1.0636
V49_7B_0020,TRAIN,0.3,-1.0727
V49_7B_0020,TRAIN,0.5,-1.0909
V49_7B_0021,TRAIN,0.2,-1.0952
V49_7B_0021,TRAIN,0.3,-1.1088
V49_7B_0021,TRAIN,0.5,-1.1361
V49_7B_0021,TRAIN,0.2,-1.0496
V49_7B_0021,TRAIN,0.3,-1.0567
V49_7B_0021,TRAIN,0.5,-1.0709
V49_7B_0021,TRAIN,0.2,-1.0315
V49_7B_0021,TRAIN,0.3,-1.036
V49_7B_0021,TRAIN,0.5,-1.045
V49_7B_0021,TRAIN,0.2,-0.2659
V49_7B_0021,TRAIN,0.3,-0.2663
V49_7B_0021,TRAIN,0.5,-0.267
V49_7B_0021,TRAIN,0.2,-0.2597
V49_7B_0021,TRAIN,0.3,-0.2601
V49_7B_0021,TRAIN,0.5,-0.2608
V49_7B_0021,TRAIN,0.2,0.9952
V49_7B_0021,TRAIN,0.3,0.9945
V49_7B_0021,TRAIN,0.5,0.9932
V49_7B_0021,TRAIN,0.2,0.2851
V49_7B_0021,TRAIN,0.3,0.2847
V49_7B_0021,TRAIN,0.5,0.284
V49_7B_0022,TRAIN,0.2,-1.0059
V49_7B_0022,TRAIN,0.3,-1.0067
V49_7B_0022,TRAIN,0.5,-1.0084
V49_7B_0023,TRAIN,0.2,0.9962
V49_7B_0023,TRAIN,0.3,0.9957
V49_7B_0023,TRAIN,0.5,0.9946
V49_7B_0023,TRAIN,0.2,-0.0651
V49_7B_0023,TRAIN,0.3,-0.0661
V49_7B_0023,TRAIN,0.5,-0.0682
V49_7B_0023,TRAIN,0.2,-0.1904
V49_7B_0023,TRAIN,0.3,-0.1906
V49_7B_0023,TRAIN,0.5,-0.1912
V49_7B_0023,TRAIN,0.2,0.9937
V49_7B_0023,TRAIN,0.3,0.9928
V49_7B_0023,TRAIN,0.5,0.991
V49_7B_0024,TRAIN,0.2,-1.0838
V49_7B_0024,TRAIN,0.3,-1.0958
V49_7B_0024,TRAIN,0.5,-1.1198
V49_7B_0024,TRAIN,0.2,0.9987
V49_7B_0024,TRAIN,0.3,0.9985
V49_7B_0024,TRAIN,0.5,0.9982
V49_7B_0024,TRAIN,0.2,-0.0386
V49_7B_0024,TRAIN,0.3,-0.0389
V49_7B_0024,TRAIN,0.5,-0.0394
V49_7B_0024,TRAIN,0.2,-0.0099
V49_7B_0024,TRAIN,0.3,-0.0103
V49_7B_0024,TRAIN,0.5,-0.0109
V49_7B_0024,TRAIN,0.2,0.9694
V49_7B_0024,TRAIN,0.3,0.9651
V49_7B_0024,TRAIN,0.5,0.9563
V49_7B_0024,TRAIN,0.2,1.3
V49_7B_0024,TRAIN,0.3,1.2
V49_7B_0024,TRAIN,0.5,1.0
V49_7B_0024,TRAIN,0.2,0.9485
V49_7B_0024,TRAIN,0.3,0.9412
V49_7B_0024,TRAIN,0.5,0.9265
V49_7B_0024,TRAIN,0.2,-0.1668
V49_7B_0024,TRAIN,0.3,-0.167
V49_7B_0024,TRAIN,0.5,-0.1675
V49_7B_0025,TRAIN,0.2,-1.0952
V49_7B_0025,TRAIN,0.3,-1.1088
V49_7B_0025,TRAIN,0.5,-1.1361
V49_7B_0025,TRAIN,0.2,0.9976
V49_7B_0025,TRAIN,0.3,0.9973
V49_7B_0025,TRAIN,0.5,0.9966
V49_7B_0025,TRAIN,0.2,0.999
V49_7B_0025,TRAIN,0.3,0.9988
V49_7B_0025,TRAIN,0.5,0.9985
V49_7B_0025,TRAIN,0.2,0.999
V49_7B_0025,TRAIN,0.3,0.9989
V49_7B_0025,TRAIN,0.5,0.9986
V49_7B_0025,TRAIN,0.2,0.9975
V49_7B_0025,TRAIN,0.3,0.9972
V49_7B_0025,TRAIN,0.5,0.9965
V49_7B_0025,TRAIN,0.2,0.9975
V49_7B_0025,TRAIN,0.3,0.9971
V49_7B_0025,TRAIN,0.5,0.9964
V49_7B_0026,TRAIN,0.2,0.9886
V49_7B_0026,TRAIN,0.3,0.9869
V49_7B_0026,TRAIN,0.5,0.9837
V49_7B_0026,TRAIN,0.2,-0.0645
V49_7B_0026,TRAIN,0.3,-0.0655
V49_7B_0026,TRAIN,0.5,-0.0675
V49_7B_0027,TRAIN,0.2,-1.0714
V49_7B_0027,TRAIN,0.3,-1.0816
V49_7B_0027,TRAIN,0.5,-1.102
V49_7B_0027,TRAIN,0.2,0.9982
V49_7B_0027,TRAIN,0.3,0.998
V49_7B_0027,TRAIN,0.5,0.9975
V49_7B_0027,TRAIN,0.2,0.9992
V49_7B_0027,TRAIN,0.3,0.9991
V49_7B_0027,TRAIN,0.5,0.9989
V49_7B_0027,TRAIN,0.2,0.9993
V49_7B_0027,TRAIN,0.3,0.9992
V49_7B_0027,TRAIN,0.5,0.999
V49_7B_0027,TRAIN,0.2,-0.2232
V49_7B_0027,TRAIN,0.3,-0.2234
V49_7B_0027,TRAIN,0.5,-0.2238
V49_7B_0027,TRAIN,0.2,-0.2254
V49_7B_0027,TRAIN,0.3,-0.2256
V49_7B_0027,TRAIN,0.5,-0.226
V49_7B_0028,TRAIN,0.2,0.1859
V49_7B_0028,TRAIN,0.3,0.1854
V49_7B_0028,TRAIN,0.5,0.1842
V49_7B_0028,TRAIN,0.2,0.1751
V49_7B_0028,TRAIN,0.3,0.1746
V49_7B_0028,TRAIN,0.5,0.1735
V49_7B_0028,TRAIN,0.2,-0.151
V49_7B_0028,TRAIN,0.3,-0.1512
V49_7B_0028,TRAIN,0.5,-0.1516
V49_7B_0028,TRAIN,0.2,0.9172
V49_7B_0028,TRAIN,0.3,0.9164
V49_7B_0028,TRAIN,0.5,0.915
V49_7B_0029,TRAIN,0.2,-1.0714
V49_7B_0029,TRAIN,0.3,-1.0816
V49_7B_0029,TRAIN,0.5,-1.102
V49_7B_0029,TRAIN,0.2,-1.2692
V49_7B_0029,TRAIN,0.3,-1.3077
V49_7B_0029,TRAIN,0.5,-1.3846
V49_7B_0029,TRAIN,0.2,-1.0648
V49_7B_0029,TRAIN,0.3,-1.0741
V49_7B_0029,TRAIN,0.5,-1.0926
V49_7B_0029,TRAIN,0.2,-1.0547
V49_7B_0029,TRAIN,0.3,-1.0625
V49_7B_0029,TRAIN,0.5,-1.0781
V49_7B_0029,TRAIN,0.2,-1.05
V49_7B_0029,TRAIN,0.3,-1.0571
V49_7B_0029,TRAIN,0.5,-1.0714
V49_7B_0029,TRAIN,0.2,2.4125
V49_7B_0029,TRAIN,0.3,2.4
V49_7B_0029,TRAIN,0.5,2.375
V49_7B_0029,TRAIN,0.2,-0.0116
V49_7B_0029,TRAIN,0.3,-0.0174
V49_7B_0029,TRAIN,0.5,-0.0291
V49_7B_0029,TRAIN,0.2,-1.0761
V49_7B_0029,TRAIN,0.3,-1.087
V49_7B_0029,TRAIN,0.5,-1.1087
V49_7B_0029,TRAIN,0.2,-1.0271
V49_7B_0029,TRAIN,0.3,-1.031
V49_7B_0029,TRAIN,0.5,-1.0388
V49_7B_0029,TRAIN,0.2,-0.0137
V49_7B_0029,TRAIN,0.3,-0.0205
V49_7B_0029,TRAIN,0.5,-0.0342
