family_id,config_id,signal_time,side,entry_reference,stop_reference,target_r,reason,month,phase
F01,F01_REAL_PRE_0003,2022-05-05 03:15:00,buy,1.06225,1.06207,2.0,LONDON_BREAKOUT_CANDIDATE,2022-05,TRAIN
F01,F01_REAL_PRE_0003,2022-05-05 03:30:00,buy,1.06222,1.0622,2.0,LONDON_BREAKOUT_CANDIDATE,2022-05,TRAIN
F01,F01_REAL_PRE_0003,2022-05-05 03:45:00,buy,1.06176,1.0615,2.0,LONDON_BREAKOUT_CANDIDATE,2022-05,TRAIN
F01,F01_REAL_PRE_0003,2022-05-06 03:15:00,buy,1.05349,1.0532,2.0,LONDON_BREAKOUT_CANDIDATE,2022-05,TRAIN
F01,F01_REAL_PRE_0003,2022-05-06 03:30:00,buy,1.05361,1.05348,2.0,LONDON_BREAKOUT_CANDIDATE,2022-05,TRAIN
F01,F01_REAL_PRE_0003,2022-05-06 03:45:00,buy,1.0533,1.05325,2.0,LONDON_BREAKOUT_CANDIDATE,2022-05,TRAIN
F06,F06_REAL_PRE_0001,2022-05-03 11:45:00,buy,1.05377,1.051133,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0001,2022-05-04 08:30:00,buy,1.05285,1.0518105,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0001,2022-05-04 09:15:00,buy,1.05307,1.0519345000000002,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0001,2022-05-06 08:30:00,buy,1.05645,1.052328,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0002,2022-05-03 11:45:00,buy,1.05377,1.051133,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0002,2022-05-04 08:30:00,buy,1.05285,1.0518105,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0002,2022-05-04 09:15:00,buy,1.05307,1.0519345000000002,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0002,2022-05-06 08:30:00,buy,1.05645,1.052328,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0003,2022-05-03 11:45:00,buy,1.05377,1.051133,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0003,2022-05-04 08:30:00,buy,1.05285,1.0518105,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0003,2022-05-04 09:15:00,buy,1.05307,1.0519345000000002,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F06,F06_REAL_PRE_0003,2022-05-06 08:30:00,buy,1.05645,1.052328,2.5,VOLATILITY_EXPANSION,2022-05,TRAIN
F08,F08_REAL_PRE_0001,2022-05-02 11:35:00,buy,1.05254,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0001,2022-05-03 09:55:00,buy,1.05135,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0001,2022-05-03 11:30:00,buy,1.05218,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0002,2022-05-02 11:35:00,buy,1.05254,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0002,2022-05-03 09:55:00,buy,1.05135,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0002,2022-05-03 11:30:00,buy,1.05218,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0003,2022-05-02 11:35:00,buy,1.05254,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0003,2022-05-03 09:55:00,buy,1.05135,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F08,F08_REAL_PRE_0003,2022-05-03 11:30:00,buy,1.05218,,2.0,EMA_CROSS_OVERLAP,2022-05,TRAIN
F12,F12_REAL_PRE_0001,2022-05-02 10:15:00,buy,1.05218,1.0506799999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0001,2022-05-02 10:30:00,buy,1.05241,1.05091,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0001,2022-05-02 10:45:00,buy,1.05262,1.0511199999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0001,2022-05-02 11:00:00,buy,1.05242,1.0509199999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0001,2022-05-05 11:45:00,buy,1.05476,1.0532599999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0002,2022-05-02 10:15:00,buy,1.05218,1.0506799999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0002,2022-05-02 10:30:00,buy,1.05241,1.05091,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0002,2022-05-02 10:45:00,buy,1.05262,1.0511199999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0002,2022-05-02 11:00:00,buy,1.05242,1.0509199999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0002,2022-05-05 11:45:00,buy,1.05476,1.0532599999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0003,2022-05-02 10:15:00,buy,1.05218,1.0506799999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0003,2022-05-02 10:30:00,buy,1.05241,1.05091,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0003,2022-05-02 10:45:00,buy,1.05262,1.0511199999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0003,2022-05-02 11:00:00,buy,1.05242,1.0509199999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F12,F12_REAL_PRE_0003,2022-05-05 11:45:00,buy,1.05476,1.0532599999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2022-05,TRAIN
F01,F01_REAL_PRE_0001,2023-01-03 03:15:00,buy,1.06717,1.06688,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-03 03:30:00,buy,1.06753,1.06716,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-03 03:45:00,buy,1.06722,1.06708,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-04 03:15:00,buy,1.05677,1.05664,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-04 03:30:00,buy,1.05675,1.05668,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-04 03:45:00,buy,1.05687,1.05667,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-05 03:15:00,buy,1.06117,1.06113,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-05 03:30:00,buy,1.0612,1.06116,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-05 03:45:00,buy,1.06069,1.06061,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-06 03:15:00,buy,1.05329,1.05301,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-06 03:30:00,buy,1.05332,1.05295,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0001,2023-01-06 03:45:00,buy,1.05321,1.05318,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-03 03:15:00,buy,1.06717,1.06688,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-03 03:30:00,buy,1.06753,1.06716,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-03 03:45:00,buy,1.06722,1.06708,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-04 03:15:00,buy,1.05677,1.05664,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-04 03:30:00,buy,1.05675,1.05668,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-04 03:45:00,buy,1.05687,1.05667,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-05 03:15:00,buy,1.06117,1.06113,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-05 03:30:00,buy,1.0612,1.06116,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-05 03:45:00,buy,1.06069,1.06061,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-06 03:15:00,buy,1.05329,1.05301,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-06 03:30:00,buy,1.05332,1.05295,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0002,2023-01-06 03:45:00,buy,1.05321,1.05318,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-03 03:15:00,buy,1.06717,1.06688,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-03 03:30:00,buy,1.06753,1.06716,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-03 03:45:00,buy,1.06722,1.06708,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-04 03:15:00,buy,1.05677,1.05664,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-04 03:30:00,buy,1.05675,1.05668,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-04 03:45:00,buy,1.05687,1.05667,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-05 03:15:00,buy,1.06117,1.06113,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-05 03:30:00,buy,1.0612,1.06116,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-05 03:45:00,buy,1.06069,1.06061,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-06 03:15:00,buy,1.05329,1.05301,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-06 03:30:00,buy,1.05332,1.05295,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F01,F01_REAL_PRE_0003,2023-01-06 03:45:00,buy,1.05321,1.05318,2.0,LONDON_BREAKOUT_CANDIDATE,2023-01,VAL
F06,F06_REAL_PRE_0001,2023-01-04 08:00:00,buy,1.06263,1.057608,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0001,2023-01-04 08:15:00,buy,1.06214,1.0578765,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0001,2023-01-05 08:15:00,buy,1.06195,1.0608454999999999,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0001,2023-01-05 09:30:00,buy,1.06253,1.0611095000000001,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0002,2023-01-04 08:00:00,buy,1.06263,1.057608,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0002,2023-01-04 08:15:00,buy,1.06214,1.0578765,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0002,2023-01-05 08:15:00,buy,1.06195,1.0608454999999999,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0002,2023-01-05 09:30:00,buy,1.06253,1.0611095000000001,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0003,2023-01-04 08:00:00,buy,1.06263,1.057608,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0003,2023-01-04 08:15:00,buy,1.06214,1.0578765,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0003,2023-01-05 08:15:00,buy,1.06195,1.0608454999999999,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F06,F06_REAL_PRE_0003,2023-01-05 09:30:00,buy,1.06253,1.0611095000000001,2.5,VOLATILITY_EXPANSION,2023-01,VAL
F08,F08_REAL_PRE_0001,2023-01-02 08:50:00,buy,1.06831,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0001,2023-01-02 09:00:00,buy,1.0691,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0001,2023-01-02 10:20:00,buy,1.06862,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0001,2023-01-02 11:00:00,buy,1.06845,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0002,2023-01-02 08:50:00,buy,1.06831,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0002,2023-01-02 09:00:00,buy,1.0691,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0002,2023-01-02 10:20:00,buy,1.06862,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0002,2023-01-02 11:00:00,buy,1.06845,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0003,2023-01-02 08:50:00,buy,1.06831,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0003,2023-01-02 09:00:00,buy,1.0691,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0003,2023-01-02 10:20:00,buy,1.06862,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F08,F08_REAL_PRE_0003,2023-01-02 11:00:00,buy,1.06845,,2.0,EMA_CROSS_OVERLAP,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 09:00:00,buy,1.05442,1.0529199999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 09:15:00,buy,1.05479,1.0532899999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 09:30:00,buy,1.0554,1.0538999999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 09:45:00,buy,1.05473,1.0532299999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 10:00:00,buy,1.055,1.0534999999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 10:15:00,buy,1.05375,1.05225,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 10:30:00,buy,1.05369,1.05219,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 10:45:00,buy,1.05308,1.05158,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 11:00:00,buy,1.05272,1.05122,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 11:15:00,buy,1.05263,1.05113,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 11:30:00,buy,1.05318,1.05168,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 11:45:00,buy,1.05282,1.05132,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-03 12:00:00,buy,1.05329,1.05179,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-06 12:00:00,buy,1.04904,1.04754,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-06 12:15:00,buy,1.04907,1.04757,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0001,2023-01-06 12:30:00,buy,1.04903,1.0475299999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 09:00:00,buy,1.05442,1.0529199999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 09:15:00,buy,1.05479,1.0532899999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 09:30:00,buy,1.0554,1.0538999999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 09:45:00,buy,1.05473,1.0532299999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 10:00:00,buy,1.055,1.0534999999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 10:15:00,buy,1.05375,1.05225,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 10:30:00,buy,1.05369,1.05219,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 10:45:00,buy,1.05308,1.05158,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 11:00:00,buy,1.05272,1.05122,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 11:15:00,buy,1.05263,1.05113,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 11:30:00,buy,1.05318,1.05168,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 11:45:00,buy,1.05282,1.05132,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-03 12:00:00,buy,1.05329,1.05179,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-06 12:00:00,buy,1.04904,1.04754,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-06 12:15:00,buy,1.04907,1.04757,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0002,2023-01-06 12:30:00,buy,1.04903,1.0475299999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 09:00:00,buy,1.05442,1.0529199999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 09:15:00,buy,1.05479,1.0532899999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 09:30:00,buy,1.0554,1.0538999999999998,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 09:45:00,buy,1.05473,1.0532299999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 10:00:00,buy,1.055,1.0534999999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 10:15:00,buy,1.05375,1.05225,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 10:30:00,buy,1.05369,1.05219,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
