family_id,config_id,signal_time_utc,signal_time_ny,engine_called,fill_created,rejection_reason,status
F12,F12_REAL_PRE_0003,2022-05-02 10:45:00,06:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-02 11:00:00,07:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-05 11:45:00,07:45,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-11 12:30:00,08:30,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-11 12:45:00,08:45,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 09:00:00,05:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 09:15:00,05:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 09:30:00,05:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 09:45:00,05:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 10:00:00,06:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 10:15:00,06:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 10:30:00,06:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 10:45:00,06:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 11:00:00,07:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 11:15:00,07:15,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 11:30:00,07:30,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 11:45:00,07:45,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2022-05-12 12:00:00,08:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-04 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-04 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-05 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-05 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-09 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-09 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-09 08:30:00,03:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-10 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-11 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-13 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0001,2023-01-13 08:30:00,03:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-04 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-04 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-05 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-05 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-09 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-09 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-09 08:30:00,03:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-10 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-11 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-13 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0002,2023-01-13 08:30:00,03:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-04 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-04 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-05 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-05 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-09 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-09 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-09 08:30:00,03:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-10 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-11 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-13 08:00:00,03:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F06,F06_REAL_PRE_0003,2023-01-13 08:30:00,03:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0001,2023-01-02 08:50:00,03:50,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0001,2023-01-02 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0001,2023-01-02 10:20:00,05:20,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0001,2023-01-02 11:00:00,06:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0001,2023-01-05 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0002,2023-01-02 08:50:00,03:50,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0002,2023-01-02 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0002,2023-01-02 10:20:00,05:20,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0002,2023-01-02 11:00:00,06:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0002,2023-01-05 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0003,2023-01-02 08:50:00,03:50,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0003,2023-01-02 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0003,2023-01-02 10:20:00,05:20,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0003,2023-01-02 11:00:00,06:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F08,F08_REAL_PRE_0003,2023-01-05 08:15:00,03:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 09:45:00,04:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 10:00:00,05:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 10:15:00,05:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 10:30:00,05:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 10:45:00,05:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 11:00:00,06:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 11:15:00,06:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 11:30:00,06:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 11:45:00,06:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-03 12:00:00,07:00,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-06 12:00:00,07:00,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-06 12:15:00,07:15,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-06 12:30:00,07:30,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-10 12:45:00,07:45,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-13 12:00:00,07:00,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-13 12:15:00,07:15,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-13 12:30:00,07:30,True,True,SIGNAL,ENGINE_ACCEPTED
F12,F12_REAL_PRE_0001,2023-01-16 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-16 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0001,2023-01-16 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 09:45:00,04:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 10:00:00,05:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 10:15:00,05:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 10:30:00,05:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 10:45:00,05:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 11:00:00,06:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 11:15:00,06:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 11:30:00,06:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 11:45:00,06:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-03 12:00:00,07:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-06 12:00:00,07:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-06 12:15:00,07:15,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-06 12:30:00,07:30,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-10 12:45:00,07:45,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-13 12:00:00,07:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-13 12:15:00,07:15,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-13 12:30:00,07:30,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-16 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-16 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0002,2023-01-16 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 09:00:00,04:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 09:15:00,04:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 09:30:00,04:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 09:45:00,04:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 10:00:00,05:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 10:15:00,05:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 10:30:00,05:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 10:45:00,05:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 11:00:00,06:00,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 11:15:00,06:15,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 11:30:00,06:30,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 11:45:00,06:45,True,False,BLOCKED_BY_SCHEDULE,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-03 12:00:00,07:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-06 12:00:00,07:00,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-06 12:15:00,07:15,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-06 12:30:00,07:30,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
F12,F12_REAL_PRE_0003,2023-01-10 12:45:00,07:45,True,False,BLOCKED_BY_THROTTLER,ENGINE_REJECTED
