variant_id,session_date,sweep_id,sweep_time,direction,level_name,level_group,status,detail
baseline_truth_model,2020-01-03,SWEEP_000019_20200103_1500,2020-01-03T15:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-06,SWEEP_000020_20200106_0200,2020-01-06T02:00:00-05:00,long,pdl,pd,TRADE_EXECUTED,2020-01-06T03:05:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-06,SWEEP_000021_20200106_0200,2020-01-06T02:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-06,SWEEP_000022_20200106_0600,2020-01-06T06:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-06,SWEEP_000023_20200106_1000,2020-01-06T10:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-06,SWEEP_000024_20200106_1400,2020-01-06T14:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-06,SWEEP_000025_20200106_1700,2020-01-06T17:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-07,SWEEP_000026_20200107_0100,2020-01-07T01:00:00-05:00,short,london_h,london,TRADE_EXECUTED,2020-01-07T02:05:00-05:00 -> timeout (0.4153R)
baseline_truth_model,2020-01-07,SWEEP_000027_20200107_0900,2020-01-07T09:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-07,SWEEP_000028_20200107_1500,2020-01-07T15:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-07,SWEEP_000029_20200107_1700,2020-01-07T17:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-07,SWEEP_000030_20200107_2000,2020-01-07T20:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-07,SWEEP_000031_20200107_2200,2020-01-07T22:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-08,SWEEP_000032_20200108_0000,2020-01-08T00:00:00-05:00,short,london_h,london,TRADE_EXECUTED,2020-01-08T01:05:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-08,SWEEP_000033_20200108_0400,2020-01-08T04:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-08,SWEEP_000034_20200108_0500,2020-01-08T05:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-08,SWEEP_000035_20200108_0900,2020-01-08T09:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-08,SWEEP_000036_20200108_1000,2020-01-08T10:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-08,SWEEP_000037_20200108_1100,2020-01-08T11:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-08,SWEEP_000038_20200108_1700,2020-01-08T17:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000039_20200109_0300,2020-01-09T03:00:00-05:00,short,asia_h,asia,TRADE_EXECUTED,2020-01-09T04:05:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-09,SWEEP_000040_20200109_0600,2020-01-09T06:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000041_20200109_0600,2020-01-09T06:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000042_20200109_1100,2020-01-09T11:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000043_20200109_1100,2020-01-09T11:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000044_20200109_1100,2020-01-09T11:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000045_20200109_1200,2020-01-09T12:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000046_20200109_1200,2020-01-09T12:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-09,SWEEP_000047_20200109_1200,2020-01-09T12:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000048_20200110_0000,2020-01-10T00:00:00-05:00,short,london_h,london,TRADE_EXECUTED,2020-01-10T01:05:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-10,SWEEP_000049_20200110_0500,2020-01-10T05:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000050_20200110_0600,2020-01-10T06:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000051_20200110_0700,2020-01-10T07:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000052_20200110_0800,2020-01-10T08:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000053_20200110_0900,2020-01-10T09:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000054_20200110_0900,2020-01-10T09:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000055_20200110_0900,2020-01-10T09:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000056_20200110_1000,2020-01-10T10:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000057_20200110_1000,2020-01-10T10:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000058_20200110_1100,2020-01-10T11:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000059_20200110_1400,2020-01-10T14:00:00-05:00,short,pdh,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-10,SWEEP_000060_20200110_1700,2020-01-10T17:00:00-05:00,short,pdh,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000061_20200113_0000,2020-01-13T00:00:00-05:00,short,pdh,pd,TRADE_EXECUTED,2020-01-13T01:10:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-13,SWEEP_000062_20200113_0200,2020-01-13T02:00:00-05:00,short,pdh,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000063_20200113_0300,2020-01-13T03:00:00-05:00,short,pdh,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000064_20200113_0500,2020-01-13T05:00:00-05:00,short,pdh,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000065_20200113_0600,2020-01-13T06:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000066_20200113_0600,2020-01-13T06:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000067_20200113_1100,2020-01-13T11:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000068_20200113_1200,2020-01-13T12:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000069_20200113_1400,2020-01-13T14:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-13,SWEEP_000070_20200113_1900,2020-01-13T19:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-14,SWEEP_000071_20200114_0400,2020-01-14T04:00:00-05:00,short,asia_h,asia,TRADE_EXECUTED,2020-01-14T05:05:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-14,SWEEP_000072_20200114_1000,2020-01-14T10:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-14,SWEEP_000073_20200114_1200,2020-01-14T12:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-14,SWEEP_000074_20200114_1200,2020-01-14T12:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-14,SWEEP_000075_20200114_1700,2020-01-14T17:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-14,SWEEP_000076_20200114_1700,2020-01-14T17:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-14,SWEEP_000077_20200114_1800,2020-01-14T18:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-14,SWEEP_000078_20200114_1900,2020-01-14T19:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000079_20200115_0400,2020-01-15T04:00:00-05:00,long,asia_l,asia,TRADE_EXECUTED,2020-01-15T05:05:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-15,SWEEP_000080_20200115_0500,2020-01-15T05:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000081_20200115_0600,2020-01-15T06:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000082_20200115_0800,2020-01-15T08:00:00-05:00,short,pdh,pd,NEWS_BLOCKED,ppi m/m | 30m_before_30m_after_same_day | 2020-01-15T08:30:00-05:00
baseline_truth_model,2020-01-15,SWEEP_000083_20200115_1000,2020-01-15T10:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000084_20200115_1000,2020-01-15T10:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000085_20200115_1400,2020-01-15T14:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000086_20200115_1400,2020-01-15T14:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000087_20200115_2100,2020-01-15T21:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-15,SWEEP_000088_20200115_2300,2020-01-15T23:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-16,SWEEP_000089_20200116_0400,2020-01-16T04:00:00-05:00,short,pdh,pd,TRADE_EXECUTED,2020-01-16T05:05:00-05:00 -> sl_hit (-1.0R)
baseline_truth_model,2020-01-16,SWEEP_000090_20200116_0400,2020-01-16T04:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-16,SWEEP_000091_20200116_0500,2020-01-16T05:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-16,SWEEP_000092_20200116_0600,2020-01-16T06:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-16,SWEEP_000093_20200116_0900,2020-01-16T09:00:00-05:00,short,asia_h,asia,NEWS_BLOCKED,retail sales m/m | 30m_before_30m_after_same_day | 2020-01-16T08:30:00-05:00
baseline_truth_model,2020-01-16,SWEEP_000094_20200116_0900,2020-01-16T09:00:00-05:00,short,london_h,london,NEWS_BLOCKED,retail sales m/m | 30m_before_30m_after_same_day | 2020-01-16T08:30:00-05:00
baseline_truth_model,2020-01-16,SWEEP_000095_20200116_0900,2020-01-16T09:00:00-05:00,short,pdh,pd,NEWS_BLOCKED,retail sales m/m | 30m_before_30m_after_same_day | 2020-01-16T08:30:00-05:00
baseline_truth_model,2020-01-16,SWEEP_000096_20200116_1000,2020-01-16T10:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-16,SWEEP_000097_20200116_1200,2020-01-16T12:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-16,SWEEP_000098_20200116_1300,2020-01-16T13:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-17,SWEEP_000099_20200117_0500,2020-01-17T05:00:00-05:00,long,pdl,pd,NO_SCBI_FOUND,
baseline_truth_model,2020-01-17,SWEEP_000100_20200117_0800,2020-01-17T08:00:00-05:00,long,london_l,london,NO_SCBI_FOUND,
baseline_truth_model,2020-01-20,SWEEP_000101_20200120_0300,2020-01-20T03:00:00-05:00,short,pdh,pd,TRADE_EXECUTED,2020-01-20T04:05:00-05:00 -> timeout (0.3404R)
baseline_truth_model,2020-01-20,SWEEP_000102_20200120_0300,2020-01-20T03:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000103_20200120_0400,2020-01-20T04:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000104_20200120_0400,2020-01-20T04:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000105_20200120_0500,2020-01-20T05:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000106_20200120_0500,2020-01-20T05:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000107_20200120_0900,2020-01-20T09:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000108_20200120_1000,2020-01-20T10:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000109_20200120_1100,2020-01-20T11:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000110_20200120_1200,2020-01-20T12:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000111_20200120_1400,2020-01-20T14:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000112_20200120_1400,2020-01-20T14:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000113_20200120_1500,2020-01-20T15:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000114_20200120_1500,2020-01-20T15:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-20,SWEEP_000115_20200120_2100,2020-01-20T21:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-21,SWEEP_000116_20200121_1000,2020-01-21T10:00:00-05:00,short,london_h,london,TRADE_EXECUTED,2020-01-21T11:05:00-05:00 -> timeout (0.2118R)
baseline_truth_model,2020-01-21,SWEEP_000117_20200121_1100,2020-01-21T11:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-21,SWEEP_000118_20200121_1100,2020-01-21T11:00:00-05:00,short,pdh,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-21,SWEEP_000119_20200121_1200,2020-01-21T12:00:00-05:00,short,asia_h,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000120_20200122_0300,2020-01-22T03:00:00-05:00,long,pdl,pd,TRADE_EXECUTED,2020-01-22T04:05:00-05:00 -> tp_hit (1.5R)
baseline_truth_model,2020-01-22,SWEEP_000121_20200122_0300,2020-01-22T03:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000122_20200122_0400,2020-01-22T04:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000123_20200122_0400,2020-01-22T04:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000124_20200122_0800,2020-01-22T08:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000125_20200122_0800,2020-01-22T08:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000126_20200122_1000,2020-01-22T10:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000127_20200122_1000,2020-01-22T10:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000128_20200122_1000,2020-01-22T10:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000129_20200122_1000,2020-01-22T10:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000130_20200122_1100,2020-01-22T11:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000131_20200122_1200,2020-01-22T12:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000132_20200122_1200,2020-01-22T12:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000133_20200122_1200,2020-01-22T12:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000134_20200122_1800,2020-01-22T18:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-22,SWEEP_000135_20200122_2000,2020-01-22T20:00:00-05:00,short,london_h,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-23,SWEEP_000136_20200123_0900,2020-01-23T09:00:00-05:00,short,london_h,london,NEWS_BLOCKED,unemployment claims | 30m_before_30m_after_same_day | 2020-01-23T08:30:00-05:00
baseline_truth_model,2020-01-23,SWEEP_000137_20200123_0900,2020-01-23T09:00:00-05:00,short,pdh,pd,NEWS_BLOCKED,unemployment claims | 30m_before_30m_after_same_day | 2020-01-23T08:30:00-05:00
baseline_truth_model,2020-01-23,SWEEP_000138_20200123_0900,2020-01-23T09:00:00-05:00,short,asia_h,asia,NEWS_BLOCKED,unemployment claims | 30m_before_30m_after_same_day | 2020-01-23T08:30:00-05:00
baseline_truth_model,2020-01-23,SWEEP_000139_20200123_1000,2020-01-23T10:00:00-05:00,long,pdl,pd,NO_SCBI_FOUND,
baseline_truth_model,2020-01-23,SWEEP_000140_20200123_1300,2020-01-23T13:00:00-05:00,long,asia_l,asia,TRADE_EXECUTED,2020-01-23T14:05:00-05:00 -> timeout (0.5R)
baseline_truth_model,2020-01-23,SWEEP_000141_20200123_1400,2020-01-23T14:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-23,SWEEP_000142_20200123_1500,2020-01-23T15:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000143_20200124_0200,2020-01-24T02:00:00-05:00,long,asia_l,asia,TRADE_EXECUTED,2020-01-24T03:05:00-05:00 -> sl_hit (-1.0R)
baseline_truth_model,2020-01-24,SWEEP_000144_20200124_0300,2020-01-24T03:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000145_20200124_0400,2020-01-24T04:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000146_20200124_0500,2020-01-24T05:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000147_20200124_0600,2020-01-24T06:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000148_20200124_0800,2020-01-24T08:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000149_20200124_0900,2020-01-24T09:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000150_20200124_0900,2020-01-24T09:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000151_20200124_1500,2020-01-24T15:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-24,SWEEP_000152_20200124_1600,2020-01-24T16:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000153_20200127_0500,2020-01-27T05:00:00-05:00,long,asia_l,asia,TRADE_EXECUTED,2020-01-27T06:05:00-05:00 -> timeout (-0.3793R)
baseline_truth_model,2020-01-27,SWEEP_000154_20200127_0600,2020-01-27T06:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000155_20200127_0700,2020-01-27T07:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000156_20200127_0900,2020-01-27T09:00:00-05:00,long,pdl,pd,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000157_20200127_1000,2020-01-27T10:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000158_20200127_1200,2020-01-27T12:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000159_20200127_1200,2020-01-27T12:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000160_20200127_1300,2020-01-27T13:00:00-05:00,long,london_l,london,DAILY_LIMIT_SKIPPED,1 trade per day
baseline_truth_model,2020-01-27,SWEEP_000161_20200127_1500,2020-01-27T15:00:00-05:00,long,asia_l,asia,DAILY_LIMIT_SKIPPED,1 trade per day
